,Date,Open,High,Low,Close,Volume,EMA_10,EMA_50,Signal
813,4/24/2003,34.5,34.75,34.0,34.0,35345,35.2336532270584,33.68158495460423,0
814,4/25/2003,33.5,34.25,33.0,33.25,74109,34.87298900395687,33.66466005442368,0
815,4/28/2003,33.25,33.75,33.0,33.5,39404,34.623354639601075,33.65820279738745,0
816,4/29/2003,34.0,34.5,34.0,34.0,14653,34.51001743240088,33.67160660925462,0
817,4/30/2003,34.25,34.75,34.25,34.25,17914,34.46274153560072,33.69428870300934,0
818,5/2/2003,34.25,34.25,33.75,34.0,8747,34.378606710946045,33.70627738132271,0
819,5/6/2003,34.25,34.25,33.5,33.75,43536,34.264314581683124,33.70799199381985,0
820,5/7/2003,33.75,34.75,33.75,34.0,28658,34.21625738501346,33.71944328817986,0
821,5/8/2003,34.0,34.5,33.75,34.25,19885,34.222392405920104,33.74024943374144,0
822,5/9/2003,34.5,34.75,34.25,34.75,9544,34.31832105938918,33.779847495163345,0
823,5/12/2003,35.0,35.5,34.75,35.25,15787,34.487717230409324,33.837500534568704,0
824,5/13/2003,35.25,35.5,35.25,35.25,10134,34.626314097607626,33.89289267046797,0
825,5/14/2003,35.25,35.25,34.75,35.0,9531,34.69425698895169,33.936308644175114,0
826,5/16/2003,35.25,35.25,34.0,34.0,6030,34.56802844550593,33.938806344403545,0
827,5/19/2003,34.0,34.0,33.5,33.5,17000,34.373841455413945,33.921598252466154,0
828,5/20/2003,33.5,34.25,33.5,34.0,18373,34.30587028170232,33.924672830800816,0
829,5/21/2003,34.0,34.75,34.0,34.5,13210,34.341166594120075,33.94723468057333,0
830,5/22/2003,34.75,35.0,34.25,34.25,5644,34.324590849734605,33.95910783035477,0
831,5/23/2003,34.5,35.25,34.5,35.0,17590,34.447392513419224,33.99992713112517,0
832,5/26/2003,35.5,35.75,35.25,35.5,24268,34.638775692797545,34.058753518139866,0
833,5/27/2003,35.5,35.75,35.0,35.25,24769,34.74990738501617,34.10546906644811,0
834,5/28/2003,35.5,36.25,35.5,36.0,31035,34.97719695137687,34.17976439717564,0
835,5/29/2003,36.25,36.5,35.75,36.0,21239,35.16316114203562,34.2511461855217,0
836,5/30/2003,36.25,36.25,35.5,35.5,10019,35.22440457075641,34.300120844913,0
837,6/2/2003,36.0,36.25,35.75,35.75,10375,35.31996737607342,34.35697885099484,0
838,6/3/2003,35.75,36.25,35.5,36.25,22927,35.48906421678734,34.43121497448524,0
839,6/4/2003,36.25,36.75,36.0,36.75,30402,35.71832526828055,34.52214772058386,0
840,6/5/2003,37.0,38.0,36.75,37.25,87812,35.99681158313863,34.62912231977665,0
841,6/6/2003,37.5,37.75,37.0,37.0,30725,36.179209477113424,34.72209791507953,0
842,6/9/2003,37.25,37.5,37.0,37.5,22928,36.41935320854734,34.831035251743074,0
843,6/10/2003,37.25,39.0,37.25,39.0,40481,36.88856171608419,34.99452406540021,0
844,6/11/2003,39.0,39.0,38.25,38.5,22961,37.18155049497797,35.131993709894324,0
845,6/12/2003,39.0,39.25,38.75,39.0,24941,37.512177677709246,35.28368023107494,0
846,6/13/2003,39.0,40.0,38.5,38.75,58778,37.73723628176211,35.41961433966024,0
847,6/16/2003,38.5,39.25,38.25,38.25,15268,37.83046604871445,35.530609855752,0
848,6/17/2003,39.0,39.5,39.0,39.0,15048,38.04310858531182,35.666664371212704,0
849,6/18/2003,39.25,39.5,39.0,39.5,35450,38.307997933436944,35.81699125861613,0
850,6/19/2003,39.5,40.5,39.25,40.0,36647,38.61563467281204,35.981030817101775,0
851,6/20/2003,39.75,40.0,39.25,39.25,23946,38.73097382320985,36.109225687019354,0
852,6/23/2003,39.5,40.0,39.5,40.0,15155,38.961705855353514,36.261805071842126,0
853,6/24/2003,39.5,39.5,37.5,37.5,48146,38.695941154380144,36.31036173569145,0
854,6/25/2003,37.5,38.0,37.25,37.75,20646,38.52395185358375,36.36681813821336,0
855,6/26/2003,37.75,38.0,37.0,37.25,27792,38.29232424384125,36.40145272102853,0
856,6/27/2003,37.5,37.75,36.25,36.25,50092,37.92099256314284,36.39551339863525,0
857,6/30/2003,36.25,36.5,35.75,36.25,39928,37.6171757334805,36.389806990845635,0
858,7/2/2003,36.25,37.25,35.75,37.25,63046,37.55041650921132,36.42354005002816,0
859,7/3/2003,38.0,39.5,37.75,39.25,81174,37.85943168935471,36.53438161669372,0
860,7/4/2003,39.75,39.75,38.75,39.5,76397,38.15771683674476,36.65068037682338,0
861,7/7/2003,39.75,39.75,38.0,38.0,32494,38.12904104824571,36.703594871849916,0
862,7/8/2003,38.75,38.75,38.25,38.75,18752,38.2419426758374,36.783846053346,0
863,7/9/2003,38.75,38.75,37.25,37.5,26429,38.107044007503326,36.81193052184223,0
864,7/10/2003,37.25,37.25,36.5,37.25,34616,37.9512178243209,36.8291097170641,0
865,7/11/2003,36.5,38.0,36.5,38.0,14806,37.96008731080801,36.87502698306159,0
866,7/15/2003,38.5,39.25,38.25,38.75,37578,38.103707799752,36.94855533666701,0
867,7/16/2003,39.0,39.75,39.0,39.75,60577,38.40303365434254,37.05841591169968,0
868,7/17/2003,39.75,39.75,39.0,39.0,42610,38.51157298991662,37.134556464182054,0
869,7/18/2003,39.0,39.25,38.75,39.0,17702,38.60037790084087,37.207711112645505,0
870,7/21/2003,39.5,39.5,38.0,38.0,19105,38.49121828250616,37.23878126509078,0
871,7/22/2003,38.25,38.25,36.75,37.5,43816,38.31099677659595,37.249025137048,0
872,7/23/2003,37.75,37.75,36.75,36.75,19505,38.02717918085123,37.22945552383043,0
873,7/24/2003,37.0,37.75,36.75,37.25,17407,37.88587387524191,37.230261189562576,0
874,7/25/2003,37.5,38.0,37.0,38.0,10580,37.90662407974338,37.26044702526601,0
875,7/28/2003,38.0,38.25,37.75,37.75,8248,37.87814697433549,37.27964518113794,0
876,7/29/2003,38.0,38.0,37.0,37.0,21766,37.71848388809268,37.268678703446255,0
877,7/30/2003,37.0,37.0,36.5,36.5,21093,37.49694136298491,37.238534440566006,0
878,7/31/2003,36.75,37.0,36.5,37.0,19925,37.40658838789675,37.22918014877911,0
879,8/1/2003,37.25,37.75,37.0,37.5,27437,37.423572317370066,37.239800535101494,0
880,8/4/2003,37.5,37.75,37.0,37.25,26849,37.39201371421187,37.24020051411712,0
881,8/5/2003,37.25,37.5,36.25,36.5,30602,37.22982940253698,37.211173042975275,0
882,8/6/2003,36.25,36.25,35.0,35.5,69086,36.91531496571207,37.144068217760555,-1
883,8/7/2003,35.75,36.25,35.75,36.0,22458,36.74889406285533,37.09920279745622,0
884,8/8/2003,36.75,37.0,36.0,36.0,36898,36.61273150597254,37.05609680539912,0
885,8/11/2003,36.5,36.75,36.25,36.75,27450,36.63768941397753,37.044093009108956,0
886,8/13/2003,37.25,38.25,37.0,38.25,70803,36.93083679325434,37.09138347933998,0
887,8/14/2003,38.0,38.0,37.25,37.25,28858,36.9888664672081,37.09760373505214,0
888,8/15/2003,37.5,37.5,37.25,37.25,18259,37.03634529135208,37.10358005916774,0
889,8/18/2003,37.75,38.0,36.75,36.75,47156,36.984282511106244,37.089714174494496,0
890,8/19/2003,37.5,38.25,37.5,37.5,44608,37.078049327268744,37.1058038147104,0
891,8/20/2003,37.75,37.75,36.75,37.0,34765,37.06385854049261,37.10165464550607,0
892,8/21/2003,37.0,39.5,37.0,38.5,125190,37.32497516949395,37.15649171823132,1
893,8/22/2003,39.0,40.0,38.75,40.0,168637,37.811343320495055,37.268001846928136,0
894,8/25/2003,41.0,42.0,40.25,40.25,122726,38.25473544404141,37.38494295097017,0
895,8/26/2003,40.25,40.25,39.25,39.75,49658,38.52660172694297,37.47769028622625,0
896,8/27/2003,39.5,39.5,38.5,38.75,40197,38.56721959477152,37.52758478480561,0
897,8/28/2003,38.75,39.5,38.75,39.25,21798,38.691361486631244,37.59513047951912,0
898,8/29/2003,39.5,39.5,39.0,39.0,18445,38.74747757997102,37.65022340189092,0
899,9/1/2003,39.5,39.5,39.0,39.25,18951,38.83884529270356,37.71295973907167,0
900,9/2/2003,39.25,39.5,38.25,38.75,20880,38.82269160312109,37.75362798459827,0
901,9/3/2003,39.0,39.25,38.25,38.25,9915,38.71856585709907,37.77309355382971,0
902,9/4/2003,38.5,39.0,38.0,38.25,20272,38.63337206489924,37.79179576740502,0
903,9/5/2003,38.75,39.75,38.25,39.75,34677,38.83639532582665,37.86858809025188,0
904,9/8/2003,40.0,40.5,39.25,40.25,59530,39.09341435749453,37.961976792594946,0
905,9/9/2003,41.0,41.0,39.75,39.75,59183,39.212793565222796,38.03209534974809,0
906,9/10/2003,39.75,40.0,39.25,39.75,22420,39.31046746245501,38.0994641595619,0
907,9/11/2003,39.25,39.5,39.0,39.5,35383,39.34492792382682,38.15438713369672,0
908,9/12/2003,39.5,40.25,39.25,39.75,29897,39.41857739222194,38.216960187277245,0
909,9/15/2003,40.0,40.5,39.25,39.25,59369,39.3879269572725,38.25747155248206,0
910,9/16/2003,39.5,39.75,39.0,39.25,41222,39.3628493286775,38.29639423669845,0
911,9/17/2003,39.75,40.5,39.5,39.5,78711,39.38778581437249,38.34359446271027,0
912,9/18/2003,40.0,40.0,38.0,38.5,67972,39.22637021175931,38.34972801319222,0
913,9/19/2003,38.75,39.0,38.25,39.0,52679,39.18521199143944,38.37522887541998,0
914,9/22/2003,38.75,39.25,38.5,38.5,17858,39.060627992995904,38.38012186069763,0
915,9/23/2003,38.75,39.0,38.25,39.0,12099,39.0496047215421,38.40443080733694,0
916,9/24/2003,39.0,39.25,38.75,39.25,22177,39.086040226716264,38.437590383519805,0
917,9/25/2003,39.25,39.5,39.0,39.25,25172,39.115851094586034,38.469449584166085,0
918,9/26/2003,39.5,40.0,39.25,39.25,32727,39.1402418046613,38.50005940439487,0
919,9/29/2003,39.5,39.5,39.0,39.0,15190,39.114743294722885,38.51966491794801,0
920,9/30/2003,39.25,39.5,38.5,38.5,20971,39.00297178659145,38.51889374469515,0
921,10/1/2003,38.5,38.75,37.75,38.25,38770,38.866067825393,38.50834889196201,0
922,10/2/2003,38.75,39.5,38.25,38.5,50158,38.799510038957905,38.50802148443409,0
923,10/3/2003,39.0,39.5,39.0,39.0,55588,38.83596275914738,38.52731475955432,0
924,10/6/2003,39.25,39.5,38.5,38.5,55116,38.77487862112058,38.52624359251298,0
925,10/7/2003,38.5,39.0,38.25,38.5,25346,38.72490069000774,38.525214432022274,0
926,10/8/2003,39.0,39.25,38.75,39.0,25191,38.77491874636997,38.54383347390375,0
927,10/9/2003,39.5,41.0,39.25,40.5,118143,39.08856988339361,38.62054588669184,0
928,10/10/2003,41.0,41.5,40.75,41.25,106900,39.481557177322046,38.723661734272554,0
929,10/13/2003,41.5,41.5,40.5,40.75,33940,39.71218314508167,38.80312597998736,0
930,10/14/2003,40.75,41.0,39.25,39.5,42837,39.67360439143045,38.830454372929026,0
931,10/15/2003,39.5,41.0,39.0,39.25,109862,39.596585411170366,38.846907142618086,0
932,10/16/2003,40.0,40.75,39.75,40.25,83059,39.71538806368484,38.90193039192718,0
933,10/17/2003,41.0,41.25,40.25,40.5,59318,39.85804477937851,38.96459978832219,0
934,10/20/2003,41.0,41.25,40.5,40.75,46155,40.02021845585514,39.03461548289779,0
935,10/21/2003,41.0,41.25,40.25,41.0,45171,40.19836055479056,39.11168938552925,0
936,10/22/2003,40.5,40.75,40.25,40.5,27127,40.253204090283184,39.16613293903791,0
937,10/24/2003,40.25,40.5,39.75,40.0,32185,40.20716698295897,39.19883360809525,0
938,10/27/2003,40.25,40.5,40.0,40.0,15030,40.16950025878461,39.23025189797387,0
939,10/28/2003,40.25,40.5,40.0,40.0,18786,40.138682029914676,39.26043809805333,0
940,10/29/2003,40.25,40.5,40.0,40.25,12300,40.15892166083928,39.29924444714928,0
941,10/30/2003,40.25,40.5,39.75,40.0,27332,40.130026813413956,39.326725057065,0
942,10/31/2003,40.25,41.25,39.75,41.0,75199,40.288203756429596,39.39234368227814,0
943,11/3/2003,41.75,44.0,41.5,44.0,117999,40.963075800715124,39.57303608689468,0
944,11/4/2003,45.0,45.5,43.0,43.5,95430,41.42433474603964,39.72703467172234,0
945,11/5/2003,43.75,44.0,43.25,44.0,30700,41.892637519486975,39.89460193949794,0
946,11/6/2003,43.75,44.25,42.75,42.75,33938,42.04852160685298,40.00657833402744,0
947,11/7/2003,42.75,43.0,41.75,42.75,25285,42.17606313287971,40.11416349739891,0
948,11/10/2003,42.75,43.0,41.75,41.75,20478,42.098597108719765,40.17831394848131,0
949,11/11/2003,41.25,41.25,40.0,40.75,51846,41.853397634407074,40.200733009325184,0
950,11/12/2003,40.75,41.25,40.0,40.25,60458,41.561870791787605,40.20266504817518,0
951,11/13/2003,40.5,41.25,40.5,41.25,23739,41.50516701146258,40.243737007070266,0
952,11/14/2003,41.5,41.75,41.0,41.25,24281,41.458773009378476,40.28319830091065,0
953,11/17/2003,40.0,40.75,39.75,40.0,34629,41.193541553127844,40.272092485188665,0
954,11/18/2003,40.25,40.5,39.75,40.0,29623,40.976533998013686,40.26142219165186,0
955,11/19/2003,40.0,40.25,39.0,39.5,42262,40.7080732711021,40.23156249786159,0
956,11/20/2003,39.5,39.75,38.25,38.25,45384,40.261150858174446,40.15385416461211,0
957,11/21/2003,38.0,38.0,36.75,37.0,73484,39.66821433850636,40.03017360913713,-1
958,11/24/2003,37.25,37.75,36.75,36.75,51190,39.13762991332338,39.90153934995528,0
959,11/25/2003,37.25,37.5,36.75,37.0,48044,38.74896992908276,39.78775349309429,0
960,11/26/2003,37.25,41.25,37.25,40.75,111009,39.11279357834044,39.825488650227854,0
961,11/27/2003,41.0,41.0,39.25,39.25,80568,39.13774020046036,39.80292046786598,0
962,11/28/2003,39.75,40.5,39.75,40.5,31102,39.38542380037666,39.83025692010653,0
963,12/1/2003,40.5,40.75,40.0,40.0,26755,39.4971649275809,39.836913511474904,0
964,12/2/2003,40.5,41.0,40.25,41.0,50396,39.77040766802073,39.88252474631903,0
965,12/3/2003,41.0,41.25,40.25,41.0,33374,39.99396991019878,39.92634730528691,1
966,12/4/2003,41.0,41.25,40.0,40.5,25113,40.08597538107173,39.948843489393305,0
967,12/8/2003,40.5,40.75,40.25,40.5,15333,40.16125258451323,39.97045747020141,0
968,12/9/2003,40.5,40.75,39.25,39.75,35834,40.086479387329,39.961812079213125,0
969,12/11/2003,39.75,41.5,39.75,41.0,105557,40.25257404417827,40.00252533100869,0
970,12/12/2003,41.5,42.25,41.0,41.0,65181,40.38846967250949,40.04164198469463,0
971,12/15/2003,41.75,42.75,41.5,42.75,76751,40.81783882296231,40.147852102941904,0
972,12/16/2003,42.25,42.5,42.0,42.5,40251,41.12368630969643,40.24009319694418,0
973,12/17/2003,42.5,42.75,41.0,41.5,48557,41.19210698066072,40.28950130686793,0
974,12/18/2003,41.75,42.25,41.75,41.75,28738,41.293542075086044,40.34677576542214,0
975,12/19/2003,42.5,44.75,42.25,44.5,134116,41.8765344250704,40.50964730403303,0
976,12/22/2003,45.0,48.25,44.5,47.75,186371,42.94443725687578,40.793582703874876,0
977,12/23/2003,48.25,48.5,46.0,46.5,67627,43.59090321017109,41.01736377431115,0
978,12/24/2003,47.0,50.5,47.0,50.0,184709,44.75619353559453,41.36962401845581,0
979,12/25/2003,50.0,53.0,50.0,53.0,218932,46.2550674382137,41.82571719420264,0
980,12/26/2003,54.0,54.0,51.5,53.0,125296,47.481418813083934,42.26392436305744,0
981,12/29/2003,55.0,56.0,53.5,54.5,144904,48.757524483432306,42.743770466466955,0
982,12/30/2003,55.0,55.5,53.5,55.5,107362,49.983429122808246,43.24401476189963,0
983,12/31/2003,56.0,56.5,54.0,55.0,101333,50.89553291866129,43.705033790844745,0
984,1/5/2004,55.0,56.0,54.0,54.5,89299,51.550890569813774,44.12836579904692,0
985,1/6/2004,55.0,55.0,51.5,53.0,98886,51.814365011665814,44.476273022613704,0
986,1/7/2004,51.5,51.5,49.5,49.5,122186,51.39357137318112,44.673281923687675,0
987,1/8/2004,50.0,52.5,50.0,52.0,64146,51.503831123511816,44.96060420119012,0
988,1/9/2004,52.5,53.5,52.0,53.0,79152,51.77586182832785,45.275874624672866,0
989,1/12/2004,53.5,54.5,52.5,54.0,142874,52.18025058681369,45.61799718841119,0
990,1/13/2004,56.0,56.0,53.5,54.5,152336,52.60202320739302,45.96631102415977,0
991,1/14/2004,54.5,55.0,53.5,54.0,72261,52.85620080604883,46.28135765066331,0
992,1/15/2004,54.0,54.0,50.0,51.0,154924,52.51870975040359,46.46640244867651,0
993,1/16/2004,50.5,52.0,50.0,51.5,80482,52.33348979578474,46.66379843108136,0
994,1/19/2004,52.0,52.0,50.0,50.5,42559,52.000128014732965,46.81423770829386,0
995,1/20/2004,51.5,52.5,50.5,51.5,106595,51.90919564841788,46.99799309228234,0
996,1/21/2004,52.5,53.5,50.5,51.5,97156,51.83479643961462,47.17454238278107,0
997,1/22/2004,52.0,52.5,50.5,51.0,81817,51.6830152687756,47.32456032855436,0
998,1/23/2004,50.0,51.0,49.25,51.0,98235,51.55883067445276,47.46869521763066,0
999,1/26/2004,50.0,50.5,48.25,48.5,95287,51.00267964273407,47.509138542429454,0
1000,1/27/2004,48.0,49.25,46.75,49.0,97350,50.63855607132787,47.5676036976283,0
1001,1/28/2004,48.75,48.75,47.5,48.0,55418,50.15881860381371,47.584560415368365,0
1002,1/29/2004,47.5,48.0,46.5,47.0,55004,49.584487948574846,47.56163647751078,0
1003,1/30/2004,47.25,47.75,46.5,46.5,52106,49.02367195792487,47.52000367447114,0
1004,2/2/2004,46.75,46.75,44.5,44.5,99268,48.201186147393074,47.401572157825214,0
1005,2/3/2004,44.25,47.0,43.0,47.0,127311,47.982788666048876,47.385824230067364,0
1006,2/4/2004,47.75,50.0,47.25,49.0,155654,48.16773618131272,47.44912524065296,0
1007,2/5/2004,49.0,51.0,48.5,50.5,69790,48.59178414834677,47.56876738807834,0
1008,2/6/2004,51.0,51.0,47.5,47.5,87796,48.39327793955644,47.56607062776154,0
1009,2/9/2004,49.0,49.75,48.25,49.75,74168,48.639954677818906,47.65171491686893,0
1010,2/10/2004,50.0,51.5,49.5,51.5,122511,49.15996291821547,47.802628057383885,0
1011,2/11/2004,52.0,52.5,50.5,51.5,71901,49.58542420581266,47.947623035525694,0
1012,2/12/2004,52.0,53.5,51.5,52.0,135177,50.024437986573986,48.10653977923057,0
1013,2/13/2004,52.0,52.5,51.0,52.5,54127,50.47454017083326,48.27883233690781,0
1014,2/16/2004,52.5,53.0,50.0,50.5,105651,50.47916923068175,48.36593695114672,0
1015,2/17/2004,50.0,51.0,49.5,50.5,69906,50.482956643285064,48.449625698160574,0
1016,2/18/2004,51.0,51.5,50.0,50.5,46000,50.48605543541505,48.53003253352682,0
1017,2/19/2004,50.5,51.0,49.75,50.0,26864,50.397681719885036,48.58767831652577,0
1018,2/20/2004,49.5,50.5,48.5,50.0,76909,50.32537595263321,48.643063480583585,0
1019,2/23/2004,50.0,51.0,49.5,51.0,36855,50.44803487033626,48.73549236369796,0
1020,2/24/2004,50.0,51.0,49.75,50.0,53291,50.366573984820576,48.7850808984549,0
1021,2/25/2004,50.0,50.0,47.75,48.25,78062,49.98174235121683,48.76409733380961,0
1022,2/26/2004,48.25,48.75,45.25,46.5,175056,49.34869828735922,48.675309203071976,0
1023,2/27/2004,45.25,47.75,45.0,47.25,237701,48.967116780566634,48.619414724520134,0
1024,3/1/2004,48.25,48.5,47.25,47.5,180846,48.700368275009055,48.57551610787228,0
1025,3/2/2004,47.5,48.0,47.0,47.25,63825,48.43666495228013,48.52353508403415,-1
1026,3/3/2004,47.0,47.25,46.75,47.0,34260,48.17545314277465,48.46378861015046,0
1027,3/4/2004,47.0,47.75,46.75,47.5,61810,48.05264348045198,48.42599297837985,0
1028,3/8/2004,47.75,47.75,47.0,47.0,50189,47.86125375673343,48.370071685110055,0
1029,3/9/2004,47.25,47.75,47.0,47.0,56332,47.70466216460008,48.31634338373319,0
1030,3/10/2004,47.25,47.25,46.0,46.0,61839,47.394723589218245,48.22550638829268,0
1031,3/11/2004,46.0,46.25,45.25,45.75,43413,47.09568293663311,48.12842770639885,0
1032,3/12/2004,45.25,45.75,44.5,44.75,62346,46.669195129972536,47.99594034536361,0
1033,3/15/2004,44.75,45.0,43.25,43.5,46204,46.09297783361389,47.819628959270915,0
1034,3/16/2004,43.0,44.0,42.5,43.25,68474,45.57607277295682,47.64042782361323,0
1035,3/17/2004,43.75,45.25,43.5,44.5,55240,45.38042317787376,47.51727379131467,0
1036,3/18/2004,45.5,47.0,45.5,46.5,107560,45.58398260007853,47.47738070145919,0
1037,3/19/2004,46.75,46.75,46.0,46.25,54746,45.70507667279152,47.42924812493138,0
1038,3/22/2004,46.0,47.5,45.75,46.75,93364,45.89506273228397,47.40261094356152,0
1039,3/23/2004,46.75,47.25,46.5,47.25,39534,46.141414962777795,47.39662620067676,0
1040,3/24/2004,47.25,47.25,46.75,46.75,27200,46.25206678772729,47.37126831045414,0
1041,3/25/2004,46.75,46.75,45.5,45.5,45760,46.11532737177687,47.29788523945594,0
1042,3/26/2004,45.75,46.5,45.5,46.25,39684,46.139813304181075,47.25679170065374,0
1043,3/29/2004,45.75,46.25,45.25,45.75,51518,46.068938157966336,47.197701830039875,0
1044,3/30/2004,45.75,46.0,45.5,45.5,42550,45.96549485651791,47.13112528768537,0
1045,3/31/2004,45.75,45.75,45.0,45.25,64623,45.83540488260556,47.057355668560454,0
1046,4/1/2004,45.0,47.0,44.5,47.0,171704,46.04714944940455,47.055106426656124,0
1047,4/2/2004,48.25,49.75,48.0,49.0,318145,46.584031367694635,47.13137676286569,0
1048,4/5/2004,49.75,50.0,49.0,49.0,113166,47.02329839175016,47.20465610549841,0
1049,4/7/2004,49.5,50.5,49.25,49.75,169670,47.519062320522856,47.30447351312593,1
1050,4/8/2004,49.75,50.0,48.75,49.0,73617,47.788323716791425,47.370964747905305,0
1051,4/9/2004,49.25,49.75,48.5,49.5,33316,48.09953758646571,47.45445632641882,0
1052,4/12/2004,50.0,51.5,49.75,51.0,126716,48.62689438892649,47.593497254794556,0
1053,4/16/2004,51.5,52.5,51.0,51.5,107518,49.149277227303486,47.746693440881046,0
1054,4/19/2004,50.0,51.0,49.75,50.0,85648,49.30395409506649,47.83505840398375,0
1055,4/20/2004,51.0,51.0,49.75,50.5,84023,49.52141698687257,47.93956591755301,0
1056,4/21/2004,50.5,51.0,49.25,49.25,72335,49.47206844380483,47.99095548941368,0
1057,4/22/2004,49.5,49.5,48.0,48.25,80052,49.24987418129486,48.001114097671966,0
1058,4/23/2004,48.25,48.5,47.5,48.0,62213,49.022624330150336,48.001070407567184,0
1059,4/26/2004,47.0,47.5,46.75,46.75,65660,48.609419906486636,47.95200882295671,0
1060,4/27/2004,46.75,48.0,46.75,47.5,46969,48.407707196216336,47.93428298676233,0
1061,4/28/2004,47.0,48.25,46.75,47.5,58891,48.242669524177,47.917252281399094,0
1062,4/29/2004,47.0,47.5,46.25,47.0,122936,48.01672961069028,47.88128160369717,0
1063,4/30/2004,46.5,46.75,45.75,46.25,85332,47.69550604511022,47.817309776101204,-1
1064,5/4/2004,46.25,47.0,46.0,46.5,32396,47.47814130963563,47.76565056919527,0
1065,5/6/2004,46.5,47.25,46.0,46.0,85996,47.20938834424733,47.6964093704033,0
1066,5/7/2004,45.75,46.0,43.25,45.0,155270,46.807681372565995,47.59066782646592,0
1067,5/10/2004,44.0,44.25,43.0,43.0,174324,46.11537566846309,47.41064163719275,0
1068,5/11/2004,43.0,44.25,43.0,44.0,129794,45.73076191056071,47.27689098475382,0
1069,5/12/2004,44.5,45.0,44.25,44.5,73928,45.50698701773149,47.167993299077196,0
1070,5/13/2004,44.25,44.5,42.5,42.75,73691,45.005716650871214,46.9947386598977,0
1071,5/14/2004,42.5,43.25,42.25,42.75,65425,44.59558635071281,46.82827832029387,0
1072,5/17/2004,42.0,42.25,40.25,40.75,115943,43.896388832401385,46.58991446459608,0
1073,5/18/2004,41.25,41.75,40.25,41.0,127738,43.36977268105567,46.37070213265113,0
1074,5/19/2004,42.0,43.75,41.75,43.5,133341,43.39345037540918,46.25812557842952,0
1075,5/20/2004,43.25,43.25,41.75,42.25,91303,43.18555030715296,46.100944183196994,0
1076,5/21/2004,42.75,44.5,42.75,44.0,97777,43.33363206948878,46.018554215228484,0
1077,5/24/2004,44.5,44.75,43.5,44.0,59932,43.45478987503627,45.939395226395995,0
1078,5/25/2004,43.5,43.75,43.0,43.0,45596,43.372100806847854,45.82412482536086,0
1079,5/26/2004,43.75,44.5,43.75,44.25,79537,43.53171884196642,45.762394440052596,0
1080,5/27/2004,44.5,45.5,44.25,45.0,122766,43.798679052517976,45.732496618874066,0
1081,5/28/2004,46.0,46.25,45.25,45.75,117810,44.15346467933289,45.73318302597705,0
1082,5/31/2004,45.0,45.5,44.5,45.5,74417,44.39828928309055,45.72403859358579,0
1083,6/1/2004,45.5,45.75,45.0,45.0,39433,44.50769123161953,45.69564492324909,0
1084,6/3/2004,45.75,45.75,44.5,45.0,55811,44.59720191677961,45.6683647301805,0
1085,6/4/2004,44.75,45.0,44.25,44.75,22625,44.62498338645604,45.63235042703617,0
1086,6/7/2004,45.25,45.5,44.75,45.5,45277,44.7840773161913,45.62716021421122,0
1087,6/8/2004,45.25,45.5,43.0,43.25,104524,44.50515416779288,45.53393824502647,0
1088,6/9/2004,43.0,43.5,42.5,43.0,64373,44.23148977364872,45.43456811777053,0
1089,6/10/2004,42.75,42.75,42.0,42.25,101744,43.87121890571258,45.30968309354424,0
1090,6/11/2004,42.0,42.75,42.0,42.25,88571,43.576451831946656,45.18969552124838,0
1091,6/14/2004,42.25,43.0,42.0,42.5,47880,43.38073331704726,45.08421726551315,0
1092,6/15/2004,42.25,43.25,42.25,43.0,42604,43.31150907758412,45.00248325510088,0
1093,6/16/2004,43.25,43.75,43.0,43.5,67386,43.345780154387,44.943562343136136,0
1094,6/17/2004,43.25,44.0,42.75,43.25,58612,43.32836558086209,44.87714813360139,0
1095,6/18/2004,43.0,43.5,43.0,43.25,22585,43.31411729343262,44.81333840287192,0
1096,6/21/2004,43.5,43.75,43.25,43.5,44911,43.34791414917214,44.761834936092626,0
1097,6/22/2004,43.5,44.0,43.25,43.25,54339,43.330111576595385,44.70254729153997,0
1098,6/23/2004,43.25,44.0,43.25,43.75,52915,43.40645492630531,44.66519249579331,0
1099,6/24/2004,44.0,45.25,44.0,45.25,117665,43.74164493970434,44.68812612340926,0
1100,6/25/2004,45.75,46.5,45.25,46.5,142621,44.24316404157627,44.75918000092262,0
1101,6/28/2004,47.25,48.25,47.25,47.5,183370,44.83531603401694,44.86666313814134,0
1102,6/29/2004,47.5,47.5,46.5,47.0,81312,45.22889493692295,44.95032340723384,1
1103,6/30/2004,47.25,47.5,46.5,46.5,65299,45.4600049483915,45.01109503832271,0
1104,7/2/2004,46.0,47.0,45.75,47.0,64401,45.74000404868395,45.08909131132966,0
1105,7/5/2004,47.0,48.75,47.0,48.75,94449,46.28727603983232,45.23265635794419,0
1106,7/6/2004,49.0,49.25,48.5,48.5,117003,46.689589487135535,45.36078748116206,0
1107,7/7/2004,48.0,50.0,47.75,49.0,211682,47.109664125838165,45.50350169758708,0
1108,7/8/2004,49.0,49.0,47.75,48.0,113357,47.271543375685766,45.601403591799354,0
1109,7/9/2004,47.75,48.75,47.5,48.5,119830,47.49489912556108,45.71507403917977,0
1110,7/12/2004,48.25,48.5,47.5,48.0,75368,47.58673564818634,45.80467897881978,0
1111,7/13/2004,48.0,48.5,47.5,48.0,47918,47.66187462124336,45.89076999925822,0
1112,7/14/2004,48.0,48.25,46.75,47.0,82622,47.54153378101729,45.93426921497358,0
1113,7/15/2004,46.75,47.25,46.0,46.25,67836,47.306709457195964,45.94665081438638,0
