,Date,Open,High,Low,Close,Volume,MACD,SL,Signal
733,12/24/2002,28.0,28.5,28.0,28.5,5856,0.36201472439274696,0.5747811998857766,0
734,12/25/2002,28.5,28.5,28.25,28.25,3871,0.33241909537832726,0.5263087789842867,0
735,12/26/2002,28.25,28.75,28.25,28.25,5314,0.30544338494961565,0.4821357001773526,0
736,12/27/2002,28.5,28.5,27.75,28.25,6515,0.2808277327909394,0.44187410670007,0
737,1/2/2003,28.0,28.0,27.5,27.75,1449,0.21845560950091425,0.3971904072602389,0
738,1/3/2003,28.0,28.75,28.0,28.5,13616,0.2269280985528752,0.36313794551876616,0
739,1/6/2003,28.5,30.25,28.5,30.25,20472,0.37058115295480576,0.3646265870059741,1
740,1/7/2003,30.25,30.75,29.75,30.0,16712,0.45896367531581106,0.38349400466794153,0
741,1/8/2003,30.0,30.5,29.5,29.75,16752,0.5030358660508902,0.4074023769445313,0
742,1/9/2003,29.75,30.0,29.25,29.5,9901,0.5118897378114085,0.42829984911790675,0
743,1/10/2003,29.75,30.75,29.75,30.5,19394,0.5927651104122553,0.4611929013767765,0
744,1/13/2003,30.75,31.5,30.75,31.25,20618,0.7092029082002469,0.5107949027414707,0
745,1/14/2003,31.5,32.75,31.5,32.5,56034,0.8920621183395525,0.5870483458610871,0
746,1/15/2003,32.75,33.25,32.5,32.75,48001,1.0451049511456816,0.678659666918006,0
747,1/16/2003,32.5,33.0,32.25,32.75,22453,1.153100276550532,0.7735477888445113,0
748,1/17/2003,32.75,32.75,32.0,32.5,6985,1.2046282348984825,0.8597638780553056,0
749,1/20/2003,32.0,33.75,31.75,33.5,34157,1.3110432651152735,0.9500197554672993,0
750,1/21/2003,34.25,36.0,34.25,36.0,72839,1.578906399728254,1.0757970843194904,0
751,1/22/2003,35.75,36.25,35.25,35.25,48041,1.710948383829841,1.2028273442215607,0
752,1/23/2003,35.25,35.75,34.25,34.75,39995,1.7550160536093742,1.3132650860991235,0
753,1/24/2003,34.75,35.0,33.5,34.0,24476,1.7097127629396702,1.3925546214672329,0
754,1/27/2003,33.25,33.5,32.75,32.75,13231,1.5550197259427279,1.425047642362332,0
755,1/28/2003,33.0,34.75,33.0,34.75,24535,1.575644614609594,1.4551670368117844,0
756,1/29/2003,34.75,34.75,32.75,33.0,13937,1.4342465118316774,1.450982931815763,-1
757,1/30/2003,33.0,34.0,33.0,33.5,7900,1.3470058727682712,1.4301875200062646,0
758,1/31/2003,33.25,33.5,33.0,33.5,3941,1.2633044504505833,1.3968109060951284,0
759,2/3/2003,33.5,34.5,33.5,34.5,7421,1.2631018608803117,1.370069097052165,0
760,2/4/2003,34.5,34.5,34.0,34.5,6931,1.248548813657095,1.3457650403731511,0
761,2/5/2003,34.25,34.75,34.0,34.0,15923,1.1830323371869795,1.3132184997359169,0
762,2/6/2003,34.0,35.0,34.0,35.0,14776,1.1979919942296249,1.2901731986346585,0
763,2/7/2003,35.25,35.25,33.5,34.0,44425,1.116288113060989,1.2553961815199246,0
764,2/10/2003,34.0,34.0,33.25,33.5,14395,0.99966782880567,1.2042505109770738,0
765,2/11/2003,33.75,34.25,33.5,33.75,13564,0.9168494542032875,1.1467702996223166,0
766,2/12/2003,33.75,34.5,33.75,34.5,14106,0.9013438962760247,1.0976850189530583,0
767,2/13/2003,34.25,35.0,33.25,33.5,33140,0.7991518620449654,1.0379783875714397,0
768,2/14/2003,33.5,33.5,32.75,33.25,23502,0.6900367142907697,0.9683900529153058,0
769,2/18/2003,33.75,34.0,32.75,33.25,26618,0.5966839721552546,0.8940488367632956,0
770,2/19/2003,33.25,33.5,32.75,32.75,9353,0.4768585021384837,0.8106107698383332,0
771,2/20/2003,32.5,32.5,31.0,31.25,25375,0.2578857435539703,0.7000657645814607,0
772,2/21/2003,31.0,31.25,30.5,30.75,16727,0.04350098120365686,0.5687528079059,0
773,2/24/2003,31.0,32.5,31.0,32.5,12885,0.014641113479576973,0.45793046902063544,0
774,2/25/2003,31.75,32.25,31.75,32.0,7896,-0.04802278417864869,0.3567398183807786,0
775,2/26/2003,32.0,32.25,31.75,31.75,4700,-0.11651418223932808,0.2620890182567573,0
776,2/27/2003,31.75,32.0,31.75,32.0,3847,-0.14890471710464936,0.17989027118447595,0
777,2/28/2003,32.25,32.5,32.0,32.5,9845,-0.13269895704637236,0.1173724255383063,0
778,3/3/2003,32.5,33.5,32.5,33.5,13947,-0.03871781788907214,0.08615437685283062,0
779,3/4/2003,33.25,34.0,32.75,34.0,16513,0.07524139732406354,0.0839717809470772,0
780,3/5/2003,33.0,33.0,32.5,32.5,5097,0.04401011126798693,0.07597944701125915,0
781,3/6/2003,32.5,32.75,31.25,31.25,11640,-0.08067548448840256,0.04464846071132682,0
782,3/7/2003,31.0,32.0,31.0,31.5,10343,-0.15750123062815646,0.004218522443430163,0
783,3/10/2003,31.5,31.75,30.25,30.5,21317,-0.2956695362290631,-0.055759089291068493,0
784,3/11/2003,30.25,30.5,29.25,30.5,29131,-0.40055160430693704,-0.12471759229424222,0
785,3/12/2003,30.5,30.75,30.0,30.25,7329,-0.498102494062465,-0.1993945726478868,0
786,3/13/2003,30.5,30.75,30.25,30.5,21657,-0.5489118522006962,-0.2692980285584487,0
787,3/14/2003,31.5,32.0,31.25,31.75,30706,-0.48274924843775935,-0.31198827253431083,0
788,3/17/2003,31.25,32.0,30.75,31.5,38768,-0.44535405462420385,-0.33866142895228946,0
789,3/18/2003,32.75,34.0,32.75,33.75,27645,-0.23149338648396522,-0.31722782045862463,1
790,3/19/2003,33.25,34.25,33.0,33.75,26028,-0.06130063068766134,-0.26604238250443196,0
791,3/20/2003,34.25,34.5,33.0,33.5,21591,0.05279683474463326,-0.20227453905461892,0
792,3/21/2003,33.5,33.5,33.25,33.5,3322,0.14158776253637484,-0.13350207873642017,0
793,3/24/2003,33.75,33.75,32.5,32.5,13203,0.12976768872607636,-0.08084812524392086,0
794,3/25/2003,32.0,32.75,32.0,32.75,11180,0.13897113302026298,-0.0368842735910841,0
795,3/26/2003,33.0,33.75,33.0,33.25,16556,0.18448413201975455,0.0073894075310836325,0
796,3/27/2003,33.25,33.75,33.25,33.75,9354,0.25792612118437575,0.05749675026174206,0
797,3/28/2003,33.5,34.0,33.25,34.0,10689,0.33246983211181913,0.11249136663175748,0
798,3/31/2003,33.75,33.75,32.5,32.75,19778,0.2873690947232106,0.1474669122500481,0
799,4/1/2003,32.75,33.25,32.5,33.25,10730,0.28864493757004794,0.17570251731404807,0
800,4/2/2003,33.0,33.75,33.0,33.75,15630,0.326241168432162,0.20581024753767085,0
801,4/3/2003,34.25,34.25,33.75,33.75,8245,0.35197905678928976,0.23504400938799463,0
802,4/4/2003,34.0,36.0,34.0,35.5,61605,0.507734051293717,0.2895820177691391,0
803,4/8/2003,36.25,36.75,36.0,36.25,39488,0.6838072344377153,0.3684270611028544,0
804,4/9/2003,36.25,36.5,35.5,36.25,49238,0.8139636345142023,0.457534375785124,0
805,4/10/2003,36.0,36.75,36.0,36.0,27921,0.8867190632406334,0.5433713132762259,0
806,4/11/2003,36.5,37.25,36.5,37.25,20229,1.0333312189295398,0.6413632944068888,0
807,4/16/2003,37.5,37.75,37.0,37.25,17166,1.136422438128207,0.7403751231511525,0
808,4/17/2003,37.0,37.25,36.25,36.25,17101,1.1244691490316825,0.8171939283272586,0
809,4/18/2003,36.5,36.75,35.5,35.75,24854,1.0624035333688084,0.8662358493355686,0
810,4/21/2003,36.0,36.5,35.75,36.0,17106,1.0216124836800162,0.8973111762044582,0
811,4/22/2003,36.0,36.75,35.5,35.5,34380,0.9381253366739202,0.9054740082983507,0
812,4/23/2003,36.0,36.0,34.5,34.5,32817,0.7822522119634598,0.8808296490313726,-1
813,4/24/2003,34.5,34.75,34.0,34.0,35345,0.6113287984499891,0.826929478915096,0
814,4/25/2003,33.5,34.25,33.0,33.25,74109,0.4106186733502568,0.7436673178021282,0
815,4/28/2003,33.25,33.75,33.0,33.5,39404,0.2686307556983252,0.6486600053813677,0
816,4/29/2003,34.0,34.5,34.0,34.0,14653,0.19421138140466354,0.557770280586027,0
817,4/30/2003,34.25,34.75,34.25,34.25,17914,0.15363538865145898,0.4769433021991134,0
818,5/2/2003,34.25,34.25,33.75,34.0,8747,0.10015123035591245,0.40158488783047325,0
819,5/6/2003,34.25,34.25,33.5,33.75,43536,0.0371633430262861,0.32870057886963583,0
820,5/7/2003,33.75,34.75,33.75,34.0,28658,0.007333364713602464,0.2644271360384292,0
821,5/8/2003,34.0,34.5,33.75,34.25,19885,0.003821747919182883,0.21230605841457997,0
822,5/9/2003,34.5,34.75,34.25,34.75,9544,0.04091296840309866,0.17802744041228374,0
823,5/12/2003,35.0,35.5,34.75,35.25,15787,0.10939283666368027,0.16430051966256304,0
824,5/13/2003,35.25,35.5,35.25,35.25,10134,0.16179851308820048,0.16380011834769054,0
825,5/14/2003,35.25,35.25,34.75,35.0,9531,0.18107021384145128,0.1672541374464427,1
826,5/16/2003,35.25,35.25,34.0,34.0,6030,0.11433356669552097,0.15667002329625837,-1
827,5/19/2003,34.0,34.0,33.5,33.5,17000,0.020858033271267118,0.12950762529126011,0
828,5/20/2003,33.5,34.25,33.5,34.0,18373,-0.012729442012933134,0.10106021183042146,0
829,5/21/2003,34.0,34.75,34.0,34.5,13210,0.0009866892260887994,0.08104550730955494,0
830,5/22/2003,34.75,35.0,34.25,34.25,5644,-0.008221318369848518,0.06319214217367425,0
831,5/23/2003,34.5,35.25,34.5,35.0,17590,0.04448718073156499,0.0594511498852524,0
832,5/26/2003,35.5,35.75,35.25,35.5,24268,0.1251620768283317,0.07259333527386827,1
833,5/27/2003,35.5,35.75,35.0,35.25,24769,0.1669995358576628,0.09147457539062719,0
834,5/28/2003,35.5,36.25,35.5,36.0,31035,0.25770410306460434,0.12472048092542262,0
835,5/29/2003,36.25,36.5,35.75,36.0,21239,0.3258321360265697,0.16494281194565205,0
836,5/30/2003,36.25,36.25,35.5,35.5,10019,0.33560957340672815,0.19907616423786728,0
837,6/2/2003,36.0,36.25,35.75,35.75,10375,0.3593883682383989,0.23113860503797362,0
838,6/3/2003,35.75,36.25,35.5,36.25,22927,0.4138089240952496,0.26767266884942886,0
839,6/4/2003,36.25,36.75,36.0,36.75,30402,0.49161638040366284,0.3124614111602757,0
840,6/5/2003,37.0,38.0,36.75,37.25,87812,0.5868602122076538,0.3673411713697513,0
841,6/6/2003,37.5,37.75,37.0,37.0,30725,0.634850562342308,0.42084304956426266,0
842,6/9/2003,37.25,37.5,37.0,37.5,22928,0.705101115156161,0.4776946626826424,0
843,6/10/2003,37.25,39.0,37.25,39.0,40481,0.8717635013760585,0.5565084304213257,0
844,6/11/2003,39.0,39.0,38.25,38.5,22961,0.9525187783132907,0.6357104999997187,0
845,6/12/2003,39.0,39.25,38.75,39.0,24941,1.0448197072149625,0.7175323414427675,0
846,6/13/2003,39.0,40.0,38.5,38.75,58778,1.0852854525685203,0.791082963667918,0
847,6/16/2003,38.5,39.25,38.25,38.25,15268,1.0647354188418916,0.8458134547027127,0
848,6/17/2003,39.0,39.5,39.0,39.0,15048,1.0963302879296748,0.8959168213481052,0
849,6/18/2003,39.25,39.5,39.0,39.5,35450,1.1484763501730413,0.9464287271130924,0
850,6/19/2003,39.5,40.5,39.25,40.0,36647,1.2161295174557551,1.000368885181625,0
851,6/20/2003,39.75,40.0,39.25,39.25,23946,1.1954460500281883,1.0393843181509377,0
852,6/23/2003,39.5,40.0,39.5,40.0,15155,1.2254467972,1.0765968139607502,0
853,6/24/2003,39.5,39.5,37.5,37.5,48146,1.0355562509989937,1.068388701368399,-1
854,6/25/2003,37.5,38.0,37.25,37.75,20646,0.8949234156449464,1.0336956442237084,0
855,6/26/2003,37.75,38.0,37.0,37.25,27792,0.7346563974542235,0.9738877948698115,0
856,6/27/2003,37.5,37.75,36.25,36.25,50092,0.5209468373623025,0.8832996033683098,0
857,6/30/2003,36.25,36.5,35.75,36.25,39928,0.3475738562377231,0.7761544539421925,0
858,7/2/2003,36.25,37.25,35.75,37.25,63046,0.28755144816305034,0.6784338527863641,0
859,7/3/2003,38.0,39.5,37.75,39.25,81174,0.3967925649346,0.6221055952160113,0
860,7/4/2003,39.75,39.75,38.75,39.5,76397,0.49780150183613614,0.5972447765400363,0
861,7/7/2003,39.75,39.75,38.0,38.0,32494,0.4516084865671104,0.5681175185454511,0
862,7/8/2003,38.75,38.75,38.25,38.75,18752,0.47009990210771946,0.5485139952579048,0
863,7/9/2003,38.75,38.75,37.25,37.5,26429,0.3795151148291822,0.5147142191721603,0
864,7/10/2003,37.25,37.25,36.5,37.25,34616,0.2842761491285799,0.4686266051634443,0
865,7/11/2003,36.5,38.0,36.5,38.0,14806,0.26624817145285107,0.4281509184213257,0
866,7/15/2003,38.5,39.25,38.25,38.75,37578,0.30891858015188234,0.40430445076743704,0
867,7/16/2003,39.0,39.75,39.0,39.75,60577,0.418601452150817,0.407163851044113,1
868,7/17/2003,39.75,39.75,39.0,39.0,42610,0.43993587947591095,0.41371825673047263,0
869,7/18/2003,39.0,39.25,38.75,39.0,17702,0.45163737234342705,0.42130207985306356,0
870,7/21/2003,39.5,39.5,38.0,38.0,19105,0.37588626422146376,0.41221891672674366,-1
871,7/22/2003,38.25,38.25,36.75,37.5,43816,0.2723674613997318,0.3842486256613413,0
872,7/23/2003,37.75,37.75,36.75,36.75,19505,0.12833002373142932,0.333064905275359,0
873,7/24/2003,37.0,37.75,36.75,37.25,17407,0.053903768877560765,0.2772326779957993,0
874,7/25/2003,37.5,38.0,37.0,38.0,10580,0.054807372409392485,0.23274761687851797,0
875,7/28/2003,38.0,38.25,37.75,37.75,8248,0.034947718510871084,0.1931876372049886,0
876,7/29/2003,38.0,38.0,37.0,37.0,21766,-0.04083916381430441,0.14638227700113002,0
877,7/30/2003,37.0,37.0,36.5,36.5,21093,-0.1396369871310128,0.08917842417470145,0
878,7/31/2003,36.75,37.0,36.5,37.0,19925,-0.1755653445770875,0.03622967042434366,0
879,8/1/2003,37.25,37.75,37.0,37.5,27437,-0.16182755802257276,-0.0033817752650396257,0
880,8/4/2003,37.5,37.75,37.0,37.25,26849,-0.16916316618615213,-0.03653805344926212,0
881,8/5/2003,37.25,37.5,36.25,36.5,30602,-0.23281171199879935,-0.07579278515916957,0
882,8/6/2003,36.25,36.25,35.0,35.5,69086,-0.35979776114546524,-0.13259378035642871,0
883,8/7/2003,35.75,36.25,35.75,36.0,22458,-0.4153019562188405,-0.18913541552891108,0
884,8/8/2003,36.75,37.0,36.0,36.0,36898,-0.45405536311429273,-0.24211940504598745,0
885,8/11/2003,36.5,36.75,36.25,36.75,27450,-0.4194142390225295,-0.27757837184129586,0
886,8/13/2003,37.25,38.25,37.0,38.25,70803,-0.26783598807858766,-0.27562989508875424,1
887,8/14/2003,38.0,38.0,37.25,37.25,28858,-0.2257979169620583,-0.26566349946341505,0
888,8/15/2003,37.5,37.5,37.25,37.25,18259,-0.19028891062333742,-0.25058858169539955,0
889,8/18/2003,37.75,38.0,36.75,36.75,47156,-0.20018596935369715,-0.24050805922705906,0
890,8/19/2003,37.5,38.25,37.5,37.5,44608,-0.1458296937794401,-0.22157238613753527,0
891,8/20/2003,37.75,37.75,36.75,37.0,34765,-0.14146703122092674,-0.2055513151542136,0
892,8/21/2003,37.0,39.5,37.0,38.5,125190,-0.016778711196785423,-0.16779679436272799,0
893,8/22/2003,39.0,40.0,38.75,40.0,168637,0.20076089806654807,-0.09408525587687278,0
894,8/25/2003,41.0,42.0,40.25,40.25,122726,0.38885306033193245,0.0025024073648882705,0
895,8/26/2003,40.25,40.25,39.25,39.75,49658,0.4919013007354991,0.10038218603901045,0
896,8/27/2003,39.5,39.5,38.5,38.75,40197,0.4872593090205015,0.17775761063530868,0
897,8/28/2003,38.75,39.5,38.75,39.25,21798,0.5179556481723466,0.24579721814271627,0
898,8/29/2003,39.5,39.5,39.0,39.0,18445,0.5161598381269528,0.2998697421395636,0
899,9/1/2003,39.5,39.5,39.0,39.25,18951,0.5288137209902288,0.34565853790969664,0
900,9/2/2003,39.25,39.5,38.25,38.75,20880,0.49281532470373435,0.3750898952685042,0
901,9/3/2003,39.0,39.25,38.25,38.25,9915,0.4191092840268027,0.3838937730201639,0
902,9/4/2003,38.5,39.0,38.0,38.25,20272,0.3565862118836023,0.37843226079285164,-1
903,9/5/2003,38.75,39.75,38.25,39.75,34677,0.42319535807472874,0.3873848802492271,1
904,9/8/2003,40.0,40.5,39.25,40.25,59530,0.5104453118361576,0.4119969665666133,0
905,9/9/2003,41.0,41.0,39.75,39.75,59183,0.5331004572408489,0.4362176647014604,0
906,9/10/2003,39.75,40.0,39.25,39.75,22420,0.5447749961506148,0.4579291309912913,0
907,9/11/2003,39.25,39.5,39.0,39.5,35383,0.5277704326622512,0.4718973913254833,0
908,9/12/2003,39.5,40.25,39.25,39.75,29897,0.528376311038457,0.4831931752680781,0
909,9/15/2003,40.0,40.5,39.25,39.25,59369,0.4829435797259407,0.48314325615965065,-1
910,9/16/2003,39.5,39.75,39.0,39.25,41222,0.44184450442723744,0.47488350581316807,0
911,9/17/2003,39.75,40.5,39.5,39.5,78711,0.42455212914275364,0.46481723047908524,0
912,9/18/2003,40.0,40.0,38.0,38.5,67972,0.32639369119459616,0.43713252262218744,0
913,9/19/2003,38.75,39.0,38.25,39.0,52679,0.2856553857800037,0.4068370952537507,0
914,9/22/2003,38.75,39.25,38.5,38.5,17858,0.21059653811009582,0.36758898382501975,0
915,9/23/2003,38.75,39.0,38.25,39.0,12099,0.1892758279629092,0.3319263526525977,0
916,9/24/2003,39.0,39.25,38.75,39.25,22177,0.19035759832664922,0.303612601787408,0
917,9/25/2003,39.25,39.5,39.0,39.25,25172,0.1890358218500765,0.2806972457999417,0
918,9/26/2003,39.5,40.0,39.25,39.25,32727,0.18584598760945426,0.2617269941618442,0
919,9/29/2003,39.5,39.5,39.0,39.0,15190,0.1612859067929051,0.2416387766880564,0
920,9/30/2003,39.25,39.5,38.5,38.5,20971,0.10031962231506242,0.21337494581345762,0
921,10/1/2003,38.5,38.75,37.75,38.25,38770,0.031467751316007764,0.17699350691396765,0
922,10/2/2003,38.75,39.5,38.25,38.5,50158,-0.0028916091683299783,0.14101648369750813,0
923,10/3/2003,39.0,39.5,39.0,39.0,55588,0.01010765665355251,0.11483471828871702,0
924,10/6/2003,39.25,39.5,38.5,38.5,55116,-0.01970896022849189,0.08792598258527524,0
925,10/7/2003,38.5,39.0,38.25,38.5,25346,-0.04284495396537835,0.06177179527514452,0
926,10/8/2003,39.0,39.25,38.75,39.0,25191,-0.020597143315185917,0.04529800755707844,0
927,10/9/2003,39.5,41.0,39.25,40.5,118143,0.11672632250265735,0.05958367054619422,1
928,10/10/2003,41.0,41.5,40.75,41.25,106900,0.2828147778015051,0.10422989199725641,0
929,10/13/2003,41.5,41.5,40.5,40.75,33940,0.36983206012622105,0.15735032562304935,0
930,10/14/2003,40.75,41.0,39.25,39.5,42837,0.3340782834846081,0.1926959171953611,0
931,10/15/2003,39.5,41.0,39.0,39.25,109862,0.28231588544934283,0.21061991084615747,0
932,10/16/2003,40.0,40.75,39.75,40.25,83059,0.31831610481829387,0.23215914964058476,0
933,10/17/2003,41.0,41.25,40.25,40.5,59318,0.3628368908786541,0.25829469788819864,0
934,10/20/2003,41.0,41.25,40.5,40.75,46155,0.41352597521792234,0.2893409533541434,0
935,10/21/2003,41.0,41.25,40.25,41.0,45171,0.4684701185011946,0.3251667863835537,0
936,10/22/2003,40.5,40.75,40.25,40.5,27127,0.46629279351230224,0.3533919878093034,0
937,10/24/2003,40.25,40.5,39.75,40.0,32185,0.41938699423595693,0.36659098909463417,0
938,10/27/2003,40.25,40.5,40.0,40.0,15030,0.37785809743271415,0.36884441076225016,0
939,10/28/2003,40.25,40.5,40.0,40.0,18786,0.341015137288494,0.3632785560674989,-1
940,10/29/2003,40.25,40.5,40.0,40.25,12300,0.32820637777619766,0.35626412040923866,0
941,10/30/2003,40.25,40.5,39.75,40.0,27332,0.29448776131754073,0.3439088485908991,0
942,10/31/2003,40.25,41.25,39.75,41.0,75199,0.3444861357579967,0.34402430602431866,1
943,11/3/2003,41.75,44.0,41.5,44.0,117999,0.6190491227326191,0.39902926936597877,0
944,11/4/2003,45.0,45.5,43.0,43.5,95430,0.7872218433226266,0.47666778415730837,0
945,11/5/2003,43.75,44.0,43.25,44.0,30700,0.9498959481344755,0.5713134169527418,0
946,11/6/2003,43.75,44.25,42.75,42.75,33938,0.9668070450881032,0.6504121425798142,0
947,11/7/2003,42.75,43.0,41.75,42.75,25285,0.9690387359197103,0.7141374612477934,0
948,11/10/2003,42.75,43.0,41.75,41.75,20478,0.8799719553926835,0.7473043600767715,0
949,11/11/2003,41.25,41.25,40.0,40.75,51846,0.7203900395336902,0.7419214959681553,-1
950,11/12/2003,40.75,41.25,40.0,40.25,60458,0.54726585999137,0.7029903687727982,0
951,11/13/2003,40.5,41.25,40.5,41.25,23739,0.4851626895808181,0.6594248329344022,0
952,11/14/2003,41.5,41.75,41.0,41.25,24281,0.43097743994769644,0.6137353543370612,0
953,11/17/2003,40.0,40.75,39.75,40.0,34629,0.2838980855063866,0.5477679005709263,0
954,11/18/2003,40.25,40.5,39.75,40.0,29623,0.16542966723463337,0.4713002539036677,0
955,11/19/2003,40.0,40.25,39.0,39.5,42262,0.030841252152960408,0.3832084535535263,0
956,11/20/2003,39.5,39.75,38.25,38.25,45384,-0.17467207877602675,0.2716323470876157,0
957,11/21/2003,38.0,38.0,36.75,37.0,73484,-0.4334113314551402,0.13062361137906453,0
958,11/24/2003,37.25,37.75,36.75,36.75,51190,-0.651131129634436,-0.02572733682363558,0
959,11/25/2003,37.25,37.5,36.75,37.0,48044,-0.7943460013745209,-0.17945106973381267,0
960,11/26/2003,37.25,41.25,37.25,40.75,111009,-0.598353709987137,-0.2632315977844775,0
961,11/27/2003,41.0,41.0,39.25,39.25,80568,-0.5576377698974468,-0.32211283220707143,0
962,11/28/2003,39.75,40.5,39.75,40.5,31102,-0.419667870740021,-0.3416238399136614,0
963,12/1/2003,40.5,40.75,40.0,40.0,26755,-0.3466752959501349,-0.3426341311209561,0
964,12/2/2003,40.5,41.0,40.25,41.0,50396,-0.20576458583327195,-0.3152602220634193,1
965,12/3/2003,41.0,41.25,40.25,41.0,33374,-0.09301956125928257,-0.270812089902592,0
966,12/4/2003,41.0,41.25,40.0,40.5,25113,-0.043512552704058294,-0.22535218246288527,0
967,12/8/2003,40.5,40.75,40.25,40.5,15333,-0.004229140842220147,-0.18112757413875225,0
968,12/9/2003,40.5,40.75,39.25,39.75,35834,-0.03323240344799672,-0.15154854000060114,0
969,12/11/2003,39.75,41.5,39.75,41.0,105557,0.04413805922209946,-0.11241122015606102,0
970,12/12/2003,41.5,42.25,41.0,41.0,65181,0.10425294525453666,-0.06907838707394148,0
971,12/15/2003,41.75,42.75,41.5,42.75,76751,0.28976457453632065,0.0026902052481109426,0
972,12/16/2003,42.25,42.5,42.0,42.5,40251,0.4118632632951389,0.08452481685751653,0
973,12/17/2003,42.5,42.75,41.0,41.5,48557,0.42305895091762835,0.1522316436695389,0
974,12/18/2003,41.75,42.25,41.75,41.75,28738,0.44695233636637965,0.21117578220890704,0
975,12/19/2003,42.5,44.75,42.25,44.5,134116,0.6799519707052468,0.30493101990817506,0
976,12/22/2003,45.0,48.25,44.5,47.75,186371,1.1140120606208228,0.4667472280507046,0
977,12/23/2003,48.25,48.5,46.0,46.5,67627,1.341677235789767,0.6417332295985172,0
978,12/24/2003,47.0,50.5,47.0,50.0,184709,1.783959897408863,0.8701785631605864,0
979,12/25/2003,50.0,53.0,50.0,53.0,218932,2.3494638642339822,1.1660356233752656,0
980,12/26/2003,54.0,54.0,51.5,53.0,125296,2.7657480107296237,1.4859781008461372,0
981,12/29/2003,55.0,56.0,53.5,54.5,144904,3.180036182363196,1.824789717149549,0
982,12/30/2003,55.0,55.5,53.5,55.5,107362,3.5481532834167027,2.16946243040298,0
983,12/31/2003,56.0,56.5,54.0,55.0,101333,3.7562432824367704,2.4868186008097384,0
984,1/5/2004,55.0,56.0,54.0,54.5,89299,3.836584526313615,2.756771785910514,0
985,1/6/2004,55.0,55.0,51.5,53.0,98886,3.736150064663697,2.9526474416611506,0
986,1/7/2004,51.5,51.5,49.5,49.5,122186,3.335682608218164,3.0292544749725536,0
987,1/8/2004,50.0,52.5,50.0,52.0,64146,3.1833427764364117,3.060072135265325,0
988,1/9/2004,52.5,53.5,52.0,53.0,79152,3.1074828765910425,3.069554283530469,0
989,1/12/2004,53.5,54.5,52.5,54.0,142874,3.0924076516228283,3.074124957148941,0
990,1/13/2004,56.0,56.0,53.5,54.5,152336,3.085241504976821,3.076348266714517,0
991,1/14/2004,54.5,55.0,53.5,54.0,72261,3.0045815153826325,3.06199491644814,-1
992,1/15/2004,54.0,54.0,50.0,51.0,154924,2.667829882334388,2.98316190962539,0
993,1/16/2004,50.5,52.0,50.0,51.5,80482,2.4134765529394997,2.869224838288212,0
994,1/19/2004,52.0,52.0,50.0,50.5,42559,2.1069207928387854,2.716764029198327,0
995,1/20/2004,51.5,52.5,50.5,51.5,106595,1.922503364921262,2.557911896342914,0
996,1/21/2004,52.5,53.5,50.5,51.5,97156,1.7561079058414748,2.3975510982426265,0
997,1/22/2004,52.0,52.5,50.5,51.0,81817,1.5658424275784952,2.2312093641098003,0
998,1/23/2004,50.0,51.0,49.25,51.0,98235,1.3989296747789624,2.064753426243633,0
999,1/26/2004,50.0,50.5,48.25,48.5,95287,1.0527851570610522,1.8623597724071168,0
1000,1/27/2004,48.0,49.25,46.75,49.0,97350,0.8094777980847923,1.651783377542652,0
1001,1/28/2004,48.75,48.75,47.5,48.0,55418,0.5298554764015719,1.427397797314436,0
1002,1/29/2004,47.5,48.0,46.5,47.0,55004,0.22496784002409953,1.1869118058563688,0
1003,1/30/2004,47.25,47.75,46.5,46.5,52106,-0.0563540157135165,0.9382586415423917,0
1004,2/2/2004,46.75,46.75,44.5,44.5,99268,-0.4356648255852775,0.6634739481168579,0
1005,2/3/2004,44.25,47.0,43.0,47.0,127311,-0.5284506187829834,0.42508903473688964,0
1006,2/4/2004,47.75,50.0,47.25,49.0,155654,-0.4355796519859325,0.2529552973923252,0
1007,2/5/2004,49.0,51.0,48.5,50.5,69790,-0.23819550817643886,0.15472513627857237,0
1008,2/6/2004,51.0,51.0,47.5,47.5,87796,-0.32015157205018596,0.05974979461282072,0
1009,2/9/2004,49.0,49.75,48.25,49.75,74168,-0.20122653295354098,0.007554529099548381,0
1010,2/10/2004,50.0,51.5,49.5,51.5,122511,0.03384267469143509,0.012812158217925723,1
1011,2/11/2004,52.0,52.5,50.5,51.5,71901,0.21762803481566806,0.0537753335374742,0
1012,2/12/2004,52.0,53.5,51.5,52.0,135177,0.39902536215156204,0.12282533926029178,0
1013,2/13/2004,52.0,52.5,51.0,52.5,54127,0.5764845176181339,0.21355717493186022,0
1014,2/16/2004,52.5,53.0,50.0,50.5,105651,0.5494056848056985,0.2807268769066279,0
1015,2/17/2004,50.0,51.0,49.5,50.5,69906,0.5219290416072866,0.32896730984675965,0
1016,2/18/2004,51.0,51.5,50.0,50.5,46000,0.49445384774406165,0.36206461742622004,0
1017,2/19/2004,50.5,51.0,49.75,50.0,26864,0.42740685713619087,0.3751330653682142,0
1018,2/20/2004,49.5,50.5,48.5,50.0,76909,0.3700064302253381,0.374107738339639,-1
1019,2/23/2004,50.0,51.0,49.5,51.0,36855,0.4005900680561396,0.37940420428293914,1
1020,2/24/2004,50.0,51.0,49.75,50.0,53291,0.340214398914398,0.37156624320923093,-1
1021,2/25/2004,50.0,50.0,47.75,48.25,78062,0.14943329746244416,0.32713965405987355,0
