,Date,Open,High,Low,Close,Volume,slowK,slowD,Signal
661,9/10/2002,25.5,26.0,25.5,26.0,15617,54.980842911877396,44.944582875617364,1
662,9/11/2002,26.0,26.0,25.75,26.0,4827,72.22222222222223,53.60546222615189,1
663,9/12/2002,26.0,27.0,26.0,26.25,14237,87.50000000000004,71.56768837803322,1
664,9/13/2002,25.75,25.75,25.0,25.5,20290,62.50000000000003,74.07407407407412,-1
665,9/16/2002,25.5,25.75,25.25,25.25,10702,33.33333333333336,61.11111111111115,-1
666,9/17/2002,26.0,26.25,25.75,26.0,17059,29.16666666666669,41.6666666666667,-1
667,9/18/2002,25.5,25.75,25.0,25.5,6825,29.16666666666669,30.55555555555559,-1
668,9/19/2002,25.75,25.75,25.25,25.25,3544,31.66666666666669,30.000000000000032,1
669,9/20/2002,25.0,25.5,24.8,25.5,9871,31.09195402298852,30.64176245210731,1
670,9/23/2002,25.25,25.25,24.9,24.9,3411,25.057471264367788,29.27203065134101,-1
671,9/24/2002,24.8,24.8,24.2,24.3,11042,20.54134223210975,25.563589173155364,-1
672,9/25/2002,24.1,24.3,23.5,23.8,17063,8.893832653565706,18.164215383347756,-1
673,9/26/2002,24.1,24.2,23.8,23.8,4099,11.594982078853121,13.6767189881762,-1
674,9/27/2002,24.1,24.2,24.0,24.1,5144,20.873015873015948,13.787276868478267,1
675,9/30/2002,23.7,23.7,23.0,23.2,6453,20.132275132275183,17.533424361381424,1
676,10/1/2002,23.1,23.5,23.1,23.5,5765,27.952787952787986,22.986026319359713,1
677,10/2/2002,23.8,24.0,23.6,23.7,13655,35.96866096866096,28.017908017908052,1
678,10/3/2002,23.6,23.8,23.6,23.8,1406,54.487179487179525,39.46954280287617,1
679,10/4/2002,23.8,24.2,23.8,24.0,7895,69.4444444444445,53.30009496676167,1
680,10/7/2002,23.8,23.8,23.4,23.7,3510,68.18181818181823,64.03781403781409,1
681,10/8/2002,23.6,23.8,23.6,23.8,4617,62.62626262626271,66.75084175084183,-1
682,10/9/2002,23.8,24.0,23.6,23.6,8243,43.18181818181836,57.99663299663311,-1
683,10/10/2002,23.3,23.3,22.7,22.8,12599,27.222222222222467,44.343434343434524,-1
684,10/11/2002,23.0,23.1,21.9,22.0,18198,12.14285714285733,27.51563251563273,-1
685,10/14/2002,22.0,22.1,21.7,21.8,5482,5.258799171842747,14.874626178974191,-1
686,10/15/2002,22.1,22.5,22.0,22.5,4182,14.630779848171224,10.677478720957112,1
687,10/16/2002,22.6,23.9,22.6,23.6,22600,41.83135704874845,20.57364535625415,1
688,10/17/2002,23.7,24.2,23.5,23.8,12734,68.3820816864296,41.6147395277831,1
689,10/18/2002,24.2,25.75,24.2,25.5,39221,88.06359895248794,66.09234589588867,1
690,10/21/2002,25.75,26.0,25.0,25.25,30531,86.35905349794244,80.93491137895334,1
691,10/22/2002,25.75,26.0,25.25,25.75,30332,89.24140643911888,87.88801962984975,1
692,10/24/2002,25.75,26.25,25.75,26.0,19032,88.26871657754013,87.95639217153382,1
693,10/25/2002,25.75,26.25,25.5,25.75,13325,86.38863527672713,87.96625276446206,-1
694,10/28/2002,26.0,27.0,26.0,27.0,24338,88.839615668884,87.8323225077171,1
695,10/29/2002,27.0,27.0,26.5,26.5,12326,82.34610917537749,85.85812004032955,-1
696,10/30/2002,26.5,26.75,26.0,26.5,10938,79.36507936507938,83.51693473644696,-1
697,10/31/2002,26.75,26.75,26.25,26.5,17072,68.25396825396828,76.65505226480839,-1
698,11/1/2002,26.5,27.0,26.25,26.75,24916,69.44444444444447,72.35449735449738,-1
699,11/4/2002,26.75,26.75,26.0,26.25,5066,55.55555555555558,64.41798941798945,-1
700,11/5/2002,26.5,26.5,25.5,26.0,7589,44.44444444444448,56.481481481481524,-1
701,11/6/2002,26.0,26.25,25.75,25.75,16724,25.00000000000003,41.66666666666671,-1
702,11/7/2002,26.0,27.0,25.5,26.5,26984,38.888888888888914,36.11111111111115,1
703,11/8/2002,26.0,26.25,26.0,26.0,14336,38.888888888888914,34.259259259259295,1
704,11/11/2002,26.0,26.0,25.25,25.25,11018,33.333333333333364,37.037037037037074,-1
705,11/12/2002,25.0,25.25,24.8,25.0,12602,14.141414141414165,28.787878787878824,-1
706,11/13/2002,25.0,25.25,24.5,24.6,8761,4.363636363636406,17.27946127946132,-1
707,11/14/2002,25.25,25.75,25.0,25.0,13519,13.88744588744593,10.797498797498841,1
708,11/15/2002,25.5,26.25,25.5,26.25,20230,44.19047619047624,20.81385281385287,1
709,11/18/2002,26.5,26.5,26.0,26.5,5391,76.19047619047622,44.75613275613281,1
710,11/19/2002,26.25,26.5,25.75,25.75,8598,87.50000000000004,69.29365079365084,1
711,11/20/2002,25.75,26.25,25.75,26.0,14397,76.38888888888893,80.02645502645508,-1
712,11/21/2002,26.5,27.0,26.25,26.75,17094,70.83333333333336,78.2407407407408,-1
713,11/22/2002,27.5,27.75,27.25,27.5,26617,79.1666666666667,75.462962962963,1
714,11/25/2002,27.5,28.25,27.5,27.75,13173,83.61111111111114,77.87037037037042,1
715,11/26/2002,27.75,28.0,27.5,27.5,4462,79.1666666666667,80.6481481481482,-1
716,11/27/2002,27.5,28.75,27.25,28.5,19684,80.00000000000004,80.92592592592598,-1
717,11/28/2002,29.25,29.25,28.75,28.75,19464,78.33333333333337,79.16666666666673,-1
718,11/29/2002,28.5,28.75,27.75,28.75,10031,80.00000000000004,79.4444444444445,1
719,12/2/2002,28.5,29.0,28.0,28.5,9054,70.83333333333337,76.38888888888893,-1
720,12/3/2002,29.0,30.25,29.0,29.75,47951,73.61111111111116,74.81481481481487,-1
721,12/4/2002,29.5,29.75,29.25,29.75,19830,75.27777777777781,73.2407407407408,1
722,12/6/2002,29.25,29.75,29.0,29.75,18935,81.11111111111114,76.66666666666673,1
723,12/9/2002,29.75,30.0,29.5,30.0,15628,82.962962962963,79.783950617284,1
724,12/11/2002,29.75,30.0,29.5,30.0,12619,82.96296296296299,82.34567901234573,1
725,12/12/2002,29.75,30.25,29.0,29.0,12634,56.296296296296326,74.07407407407412,-1
726,12/13/2002,29.0,29.0,28.0,28.0,15595,26.6666666666667,55.30864197530868,-1
727,12/16/2002,27.75,28.0,27.5,28.0,14321,6.060606060606094,29.67452300785639,-1
728,12/17/2002,28.25,28.75,28.0,28.0,7427,12.121212121212155,14.949494949494998,-1
729,12/18/2002,28.0,28.25,27.75,28.0,7397,18.181818181818183,12.121212121212158,1
730,12/19/2002,28.0,28.25,27.5,28.0,14826,23.232323232323264,17.84511784511788,1
731,12/20/2002,27.75,28.25,27.75,27.75,3205,23.838383838383873,21.750841750841786,1
732,12/23/2002,28.0,28.5,28.0,28.0,1970,31.111111111111143,26.060606060606105,1
733,12/24/2002,28.0,28.5,28.0,28.5,5856,53.33333333333337,36.09427609427614,1
734,12/25/2002,28.5,28.5,28.25,28.25,3871,71.6666666666667,52.03703703703709,1
735,12/26/2002,28.25,28.75,28.25,28.25,5314,75.00000000000004,66.66666666666671,1
736,12/27/2002,28.5,28.5,27.75,28.25,6515,58.33333333333337,68.33333333333339,-1
737,1/2/2003,28.0,28.0,27.5,27.75,1449,40.000000000000036,57.77777777777783,-1
738,1/3/2003,28.0,28.75,28.0,28.5,13616,50.000000000000036,49.44444444444449,1
739,1/6/2003,28.5,30.25,28.5,30.25,20472,66.6666666666667,52.222222222222264,1
740,1/7/2003,30.25,30.75,29.75,30.0,16712,85.64102564102568,67.43589743589749,1
741,1/8/2003,30.0,30.5,29.5,29.75,16752,82.05128205128209,78.11965811965818,1
742,1/9/2003,29.75,30.0,29.25,29.5,9901,66.89976689976693,78.19735819735824,-1
743,1/10/2003,29.75,30.75,29.75,30.5,19394,70.88837088837091,73.27980661314,-1
744,1/13/2003,30.75,31.5,30.75,31.25,20618,77.44107744107747,71.74307174307178,1
745,1/14/2003,31.5,32.75,31.5,32.5,56034,90.21164021164024,79.5136961803629,1
746,1/15/2003,32.75,33.25,32.5,32.75,48001,89.74867724867728,85.80046496713169,1
747,1/16/2003,32.5,33.0,32.25,32.75,22453,88.69047619047622,89.5502645502646,-1
748,1/17/2003,32.75,32.75,32.0,32.5,6985,81.07142857142861,86.50352733686071,-1
749,1/20/2003,32.0,33.75,31.75,33.5,34157,81.53439153439156,83.76543209876549,-1
750,1/21/2003,34.25,36.0,34.25,36.0,72839,86.29629629629632,82.96737213403884,1
751,1/22/2003,35.75,36.25,35.25,35.25,48041,88.88888888888891,85.57319223985894,1
752,1/23/2003,35.25,35.75,34.25,34.75,39995,81.48148148148152,85.5555555555556,-1
753,1/24/2003,34.75,35.0,33.5,34.0,24476,64.81481481481485,78.3950617283951,-1
754,1/27/2003,33.25,33.5,32.75,32.75,13231,38.88888888888892,61.72839506172844,-1
755,1/28/2003,33.0,34.75,33.0,34.75,24535,35.71428571428575,46.47266313932985,-1
756,1/29/2003,34.75,34.75,32.75,33.0,13937,21.82539682539686,32.14285714285719,-1
757,1/30/2003,33.0,34.0,33.0,33.5,7900,32.93650793650797,30.158730158730208,1
758,1/31/2003,33.25,33.5,33.0,33.5,3941,26.388888888888925,27.0502645502646,-1
759,2/3/2003,33.5,34.5,33.5,34.5,7421,52.77777777777781,37.36772486772492,1
760,2/4/2003,34.5,34.5,34.0,34.5,6931,70.83333333333337,50.00000000000006,1
761,2/5/2003,34.25,34.75,34.0,34.0,15923,77.38095238095242,66.99735449735455,1
762,2/6/2003,34.0,35.0,34.0,35.0,14776,81.54761904761908,76.58730158730164,1
763,2/7/2003,35.25,35.25,33.5,34.0,44425,61.90476190476195,73.61111111111117,-1
764,2/10/2003,34.0,34.0,33.25,33.5,14395,47.023809523809554,63.492063492063544,-1
765,2/11/2003,33.75,34.25,33.5,33.75,13564,22.02380952380956,43.65079365079371,-1
766,2/12/2003,33.75,34.5,33.75,34.5,14106,33.33333333333337,34.126984126984176,-1
767,2/13/2003,34.25,35.0,33.25,33.5,33140,33.33333333333337,29.56349206349212,1
768,2/14/2003,33.5,33.5,32.75,33.25,23502,32.40740740740745,33.02469135802475,-1
769,2/18/2003,33.75,34.0,32.75,33.25,26618,18.98148148148152,28.2407407407408,-1
770,2/19/2003,33.25,33.5,32.75,32.75,9353,14.814814814814852,22.06790123456796,-1
771,2/20/2003,32.5,32.5,31.0,31.25,25375,9.490740740740778,14.42901234567907,-1
772,2/21/2003,31.0,31.25,30.5,30.75,16727,4.464285714285752,9.589947089947147,-1
773,2/24/2003,31.0,32.5,31.0,32.5,12885,23.5119047619048,12.488977072310462,1
774,2/25/2003,31.75,32.25,31.75,32.0,7896,38.09523809523813,22.02380952380958,1
775,2/26/2003,32.0,32.25,31.75,31.75,4700,56.54761904761909,39.38492063492069,1
776,2/27/2003,31.75,32.0,31.75,32.0,3847,62.500000000000036,52.380952380952436,1
777,2/28/2003,32.25,32.5,32.0,32.5,9845,79.1666666666667,66.07142857142863,1
778,3/3/2003,32.5,33.5,32.5,33.5,13947,91.6666666666667,77.77777777777783,1
779,3/4/2003,33.25,34.0,32.75,34.0,16513,100.0,90.27777777777783,1
780,3/5/2003,33.0,33.0,32.5,32.5,5097,77.77777777777781,89.81481481481485,-1
781,3/6/2003,32.5,32.75,31.25,31.25,11640,44.44444444444448,74.07407407407412,-1
782,3/7/2003,31.0,32.0,31.0,31.5,10343,16.666666666666703,46.296296296296354,-1
783,3/10/2003,31.5,31.75,30.25,30.5,21317,7.777777777777815,22.96296296296302,-1
784,3/11/2003,30.25,30.5,29.25,30.5,29131,18.888888888888925,14.4444444444445,1
785,3/12/2003,30.5,30.75,30.0,30.25,7329,22.85714285714289,16.507936507936563,1
786,3/13/2003,30.5,30.75,30.25,30.5,21657,35.786435786435824,25.844155844155896,1
787,3/14/2003,31.5,32.0,31.25,31.75,30706,54.978354978355014,37.87397787397793,1
788,3/17/2003,31.25,32.0,30.75,31.5,38768,72.72727272727276,54.49735449735456,1
789,3/18/2003,32.75,34.0,32.75,33.75,27645,88.82575757575762,72.17712842712848,1
790,3/19/2003,33.25,34.25,33.0,33.75,26028,87.68939393939398,83.08080808080814,1
791,3/20/2003,34.25,34.5,33.0,33.5,21591,84.86111111111116,87.12542087542094,-1
792,3/21/2003,33.5,33.5,33.25,33.5,3322,78.05555555555559,83.5353535353536,-1
793,3/24/2003,33.75,33.75,32.5,32.5,13203,48.888888888888914,70.6018518518519,-1
794,3/25/2003,32.0,32.75,32.0,32.75,11180,34.44444444444448,53.79629629629634,-1
795,3/26/2003,33.0,33.75,33.0,33.25,16556,26.666666666666703,36.66666666666672,-1
796,3/27/2003,33.25,33.75,33.25,33.75,9354,60.000000000000036,40.37037037037042,1
797,3/28/2003,33.5,34.0,33.25,34.0,10689,83.33333333333337,56.66666666666672,1
798,3/31/2003,33.75,33.75,32.5,32.75,19778,79.1666666666667,74.16666666666673,1
799,4/1/2003,32.75,33.25,32.5,33.25,10730,62.500000000000036,75.00000000000006,-1
800,4/2/2003,33.0,33.75,33.0,33.75,15630,56.944444444444485,66.20370370370377,-1
801,4/3/2003,34.25,34.25,33.75,33.75,8245,68.2539682539683,62.56613756613763,1
802,4/4/2003,34.0,36.0,34.0,35.5,61605,80.1587301587302,68.452380952381,1
803,4/8/2003,36.25,36.75,36.0,36.25,39488,81.79271708683477,76.73513849984444,1
804,4/9/2003,36.25,36.5,35.5,36.25,49238,86.87208216619985,82.94117647058829,1
805,4/10/2003,36.0,36.75,36.0,36.0,27921,83.30065359477128,83.98848428260199,-1
806,4/11/2003,36.5,37.25,36.5,37.25,20229,87.22222222222227,85.79831932773114,1
807,4/16/2003,37.5,37.75,37.0,37.25,17166,84.2592592592593,84.92737835875096,-1
808,4/17/2003,37.0,37.25,36.25,36.25,17101,70.37037037037041,80.61728395061733,-1
809,4/18/2003,36.5,36.75,35.5,35.75,24854,40.74074074074078,65.12345679012351,-1
810,4/21/2003,36.0,36.5,35.75,36.0,17106,22.222222222222257,44.44444444444449,-1
811,4/22/2003,36.0,36.75,35.5,35.5,34380,11.111111111111148,24.69135802469141,-1
812,4/23/2003,36.0,36.0,34.5,34.5,32817,7.407407407407445,13.580246913580297,-1
813,4/24/2003,34.5,34.75,34.0,34.0,35345,0.0,6.1728395061728785,-1
814,4/25/2003,33.5,34.25,33.0,33.25,74109,2.22222222222226,3.2098765432099157,-1
815,4/28/2003,33.25,33.75,33.0,33.5,39404,6.666666666666704,2.9629629629630023,1
816,4/29/2003,34.0,34.5,34.0,34.0,14653,17.777777777777814,8.88888888888894,1
817,4/30/2003,34.25,34.75,34.25,34.25,17914,39.3650793650794,21.269841269841322,1
818,5/2/2003,34.25,34.25,33.75,34.0,8747,53.968253968254,37.03703703703709,1
819,5/6/2003,34.25,34.25,33.5,33.75,43536,57.142857142857174,50.15873015873021,1
820,5/7/2003,33.75,34.75,33.75,34.0,28658,46.66666666666669,52.59259259259263,-1
821,5/8/2003,34.0,34.5,33.75,34.25,19885,47.61904761904765,50.47619047619052,-1
822,5/9/2003,34.5,34.75,34.25,34.75,9544,66.6666666666667,53.650793650793695,1
823,5/12/2003,35.0,35.5,34.75,35.25,15787,82.50000000000003,65.59523809523814,1
824,5/13/2003,35.25,35.5,35.25,35.25,10134,91.0714285714286,80.07936507936512,1
825,5/14/2003,35.25,35.25,34.75,35.0,9531,81.54761904761908,85.03968253968257,-1
826,5/16/2003,35.25,35.25,34.0,34.0,6030,52.38095238095241,75.00000000000004,-1
827,5/19/2003,34.0,34.0,33.5,33.5,17000,23.80952380952384,52.57936507936512,-1
828,5/20/2003,33.5,34.25,33.5,34.0,18373,8.333333333333362,28.17460317460321,-1
829,5/21/2003,34.0,34.75,34.0,34.5,13210,27.380952380952408,19.84126984126988,1
830,5/22/2003,34.75,35.0,34.25,34.25,5644,41.66666666666669,25.79365079365083,1
831,5/23/2003,34.5,35.25,34.5,35.0,17590,61.904761904761926,43.650793650793695,1
832,5/26/2003,35.5,35.75,35.25,35.5,24268,72.48677248677251,58.68606701940039,1
833,5/27/2003,35.5,35.75,35.0,35.25,24769,82.01058201058203,72.13403880070551,1
834,5/28/2003,35.5,36.25,35.5,36.0,31035,82.60582010582014,79.03439153439157,1
835,5/29/2003,36.25,36.5,35.75,36.0,21239,77.9761904761905,80.86419753086422,-1
836,5/30/2003,36.25,36.25,35.5,35.5,10019,65.2777777777778,75.28659611992948,-1
837,6/2/2003,36.0,36.25,35.75,35.75,10375,52.77777777777781,65.34391534391538,-1
838,6/3/2003,35.75,36.25,35.5,36.25,22927,52.77777777777781,56.94444444444448,-1
839,6/4/2003,36.25,36.75,36.0,36.75,30402,75.00000000000003,60.18518518518522,1
840,6/5/2003,37.0,38.0,36.75,37.25,87812,81.6666666666667,69.81481481481485,1
841,6/6/2003,37.5,37.75,37.0,37.0,30725,76.6666666666667,77.77777777777781,-1
842,6/9/2003,37.25,37.5,37.0,37.5,22928,70.00000000000003,76.11111111111116,-1
843,6/10/2003,37.25,39.0,37.25,39.0,40481,80.00000000000003,75.5555555555556,1
844,6/11/2003,39.0,39.0,38.25,38.5,22961,85.92592592592597,78.64197530864202,1
845,6/12/2003,39.0,39.25,38.75,39.0,24941,88.88888888888891,84.93827160493832,1
846,6/13/2003,39.0,40.0,38.5,38.75,58778,75.00000000000003,83.27160493827164,-1
847,6/16/2003,38.5,39.25,38.25,38.25,15268,61.19528619528622,75.02805836139173,-1
848,6/17/2003,39.0,39.5,39.0,39.0,15048,45.85137085137088,60.68221901555239,-1
849,6/18/2003,39.25,39.5,39.0,39.5,35450,50.21645021645025,52.42103575436912,-1
850,6/19/2003,39.5,40.5,39.25,40.0,36647,64.02116402116405,53.36299502966173,1
851,6/20/2003,39.75,40.0,39.25,39.25,23946,64.55026455026457,59.595959595959634,1
852,6/23/2003,39.5,40.0,39.5,40.0,15155,62.96296296296299,63.84479717813054,-1
853,6/24/2003,39.5,39.5,37.5,37.5,48146,37.03703703703707,54.85008818342155,-1
854,6/25/2003,37.5,38.0,37.25,37.75,20646,27.35042735042738,42.450142450142486,-1
855,6/26/2003,37.75,38.0,37.0,37.25,27792,7.905982905982938,24.097815764482466,-1
856,6/27/2003,37.5,37.75,36.25,36.25,50092,7.905982905982938,14.387464387464425,-1
857,6/30/2003,36.25,36.5,35.75,36.25,39928,7.222222222222254,7.678062678062715,-1
858,7/2/2003,36.25,37.25,35.75,37.25,63046,26.666666666666696,13.931623931623967,1
859,7/3/2003,38.0,39.5,37.75,39.25,81174,57.77777777777781,30.55555555555559,1
860,7/4/2003,39.75,39.75,38.75,39.5,76397,84.58333333333336,56.34259259259263,1
861,7/7/2003,39.75,39.75,38.0,38.0,32494,81.11111111111114,74.49074074074078,1
862,7/8/2003,38.75,38.75,38.25,38.75,18752,75.00000000000004,80.23148148148151,-1
863,7/9/2003,38.75,38.75,37.25,37.5,26429,47.08333333333337,67.73148148148152,-1
864,7/10/2003,37.25,37.25,36.5,37.25,34616,36.02564102564106,52.70299145299149,-1
865,7/11/2003,36.5,38.0,36.5,38.0,14806,26.41025641025644,36.5064102564103,-1
866,7/15/2003,38.5,39.25,38.25,38.75,37578,50.34965034965038,37.59518259518263,1
867,7/16/2003,39.0,39.75,39.0,39.75,60577,75.99067599067602,50.91686091686095,1
868,7/17/2003,39.75,39.75,39.0,39.0,42610,86.2470862470863,70.8624708624709,1
869,7/18/2003,39.0,39.25,38.75,39.0,17702,84.61538461538466,82.28438228438233,1
870,7/21/2003,39.5,39.5,38.0,38.0,19105,51.28205128205133,74.04817404817409,-1
871,7/22/2003,38.25,38.25,36.75,37.5,43816,33.97435897435901,56.62393162393167,-1
872,7/23/2003,37.75,37.75,36.75,36.75,19505,8.333333333333366,31.19658119658124,-1
873,7/24/2003,37.0,37.75,36.75,37.25,17407,14.393939393939428,18.90054390054394,-1
874,7/25/2003,37.5,38.0,37.0,38.0,10580,21.212121212121247,14.646464646464684,1
875,7/28/2003,38.0,38.25,37.75,37.75,8248,43.43434343434347,26.346801346801385,1
876,7/29/2003,38.0,38.0,37.0,37.0,21766,42.929292929292956,35.85858585858589,1
877,7/30/2003,37.0,37.0,36.5,36.5,21093,27.77777777777781,38.047138047138084,-1
878,7/31/2003,36.75,37.0,36.5,37.0,19925,15.079365079365111,28.595478595478635,-1
879,8/1/2003,37.25,37.75,37.0,37.5,27437,28.5714285714286,23.80952380952385,1
880,8/4/2003,37.5,37.75,37.0,37.25,26849,45.23809523809527,29.629629629629665,1
881,8/5/2003,37.25,37.5,36.25,36.5,30602,41.2698412698413,38.3597883597884,1
882,8/6/2003,36.25,36.25,35.0,35.5,69086,28.282828282828316,38.2635882635883,-1
883,8/7/2003,35.75,36.25,35.75,36.0,22458,23.737373737373773,31.096681096681138,-1
884,8/8/2003,36.75,37.0,36.0,36.0,36898,30.30303030303034,27.441077441077482,1
885,8/11/2003,36.5,36.75,36.25,36.75,27450,47.57575757575761,33.87205387205392,1
886,8/13/2003,37.25,38.25,37.0,38.25,70803,68.78787878787882,48.888888888888935,1
887,8/14/2003,38.0,38.0,37.25,37.25,28858,76.6666666666667,64.3434343434344,1
888,8/15/2003,37.5,37.5,37.25,37.25,18259,71.85185185185189,72.43546576879915,-1
889,8/18/2003,37.75,38.0,36.75,36.75,47156,46.85185185185188,65.1234567901235,-1
890,8/19/2003,37.5,38.25,37.5,37.5,44608,43.518518518518555,54.07407407407411,-1
891,8/20/2003,37.75,37.75,36.75,37.0,34765,30.55555555555559,40.30864197530868,-1
892,8/21/2003,37.0,39.5,37.0,38.5,125190,43.43434343434347,39.16947250280588,1
893,8/22/2003,39.0,40.0,38.75,40.0,168637,60.10101010101013,44.696969696969745,1
894,8/25/2003,41.0,42.0,40.25,40.25,122726,76.7676767676768,60.10101010101014,1
895,8/26/2003,40.25,40.25,39.25,39.75,49658,74.60317460317462,70.49062049062053,1
896,8/27/2003,39.5,39.5,38.5,38.75,40197,52.93650793650797,68.10245310245314,-1
897,8/28/2003,38.75,39.5,38.75,39.25,21798,37.85714285714289,55.13227513227517,-1
898,8/29/2003,39.5,39.5,39.0,39.0,18445,23.5714285714286,38.12169312169316,-1
899,9/1/2003,39.5,39.5,39.0,39.25,18951,26.19047619047622,29.206349206349245,-1
900,9/2/2003,39.25,39.5,38.25,38.75,20880,32.380952380952415,27.380952380952422,1
901,9/3/2003,39.0,39.25,38.25,38.25,9915,27.619047619047652,28.730158730158774,-1
902,9/4/2003,38.5,39.0,38.0,38.25,20272,18.88888888888892,26.296296296296337,-1
903,9/5/2003,38.75,39.75,38.25,39.75,34677,38.88888888888892,28.46560846560851,1
904,9/8/2003,40.0,40.5,39.25,40.25,59530,68.88888888888893,42.222222222222264,1
905,9/9/2003,41.0,41.0,39.75,39.75,59183,82.77777777777781,63.51851851851856,1
906,9/10/2003,39.75,40.0,39.25,39.75,22420,68.88888888888893,73.51851851851858,-1
907,9/11/2003,39.25,39.5,39.0,39.5,35383,54.04040404040408,68.56902356902363,-1
908,9/12/2003,39.5,40.25,39.25,39.75,29897,47.095959595959634,56.675084175084216,-1
909,9/15/2003,40.0,40.5,39.25,39.25,59369,31.818181818181856,44.31818181818187,-1
910,9/16/2003,39.5,39.75,39.0,39.25,41222,22.222222222222257,33.71212121212126,-1
911,9/17/2003,39.75,40.5,39.5,39.5,78711,20.833333333333368,24.957912457912503,-1
912,9/18/2003,40.0,40.0,38.0,38.5,67972,23.33333333333337,22.129629629629676,1
913,9/19/2003,38.75,39.0,38.25,39.0,52679,31.111111111111146,25.092592592592638,1
914,9/22/2003,38.75,39.25,38.5,38.5,17858,26.666666666666703,27.03703703703708,-1
915,9/23/2003,38.75,39.0,38.25,39.0,12099,33.33333333333337,30.370370370370413,1
916,9/24/2003,39.0,39.25,38.75,39.25,22177,40.83333333333337,33.61111111111116,1
917,9/25/2003,39.25,39.5,39.0,39.25,25172,60.83333333333337,45.00000000000005,1
918,9/26/2003,39.5,40.0,39.25,39.25,32727,66.54761904761908,56.07142857142861,1
919,9/29/2003,39.5,39.5,39.0,39.0,15190,60.000000000000036,62.460317460317505,-1
920,9/30/2003,39.25,39.5,38.5,38.5,20971,33.33333333333337,53.29365079365084,-1
921,10/1/2003,38.5,38.75,37.75,38.25,38770,21.69312169312173,38.342151675485056,-1
922,10/2/2003,38.75,39.5,38.25,38.5,50158,18.518518518518555,24.514991181657894,-1
923,10/3/2003,39.0,39.5,39.0,39.0,55588,42.328042328042365,27.51322751322756,1
924,10/6/2003,39.25,39.5,38.5,38.5,55116,49.20634920634924,36.68430335097006,1
925,10/7/2003,38.5,39.0,38.25,38.5,25346,52.380952380952415,47.97178130511468,1
926,10/8/2003,39.0,39.25,38.75,39.0,25191,48.571428571428605,50.0529100529101,-1
927,10/9/2003,39.5,41.0,39.25,40.5,118143,61.55844155844159,54.17027417027421,1
928,10/10/2003,41.0,41.5,40.75,41.25,106900,78.04195804195808,62.72394272394277,1
929,10/13/2003,41.5,41.5,40.5,40.75,33940,83.68298368298373,74.42779442779448,1
930,10/14/2003,40.75,41.0,39.25,39.5,42837,65.50116550116554,75.7420357420358,-1
931,10/15/2003,39.5,41.0,39.0,39.25,109862,38.0652680652681,62.416472416472466,-1
932,10/16/2003,40.0,40.75,39.75,40.25,83059,29.090909090909122,44.21911421911426,-1
933,10/17/2003,41.0,41.25,40.25,40.5,59318,40.000000000000036,35.71872571872576,1
934,10/20/2003,41.0,41.25,40.5,40.75,46155,62.59259259259263,43.89450056116727,1
935,10/21/2003,41.0,41.25,40.25,41.0,45171,75.55555555555559,59.38271604938276,1
936,10/22/2003,40.5,40.75,40.25,40.5,27127,72.22222222222226,70.1234567901235,1
937,10/24/2003,40.25,40.5,39.75,40.0,32185,51.851851851851876,66.54320987654324,-1
938,10/27/2003,40.25,40.5,40.0,40.0,15030,27.77777777777781,50.61728395061732,-1
939,10/28/2003,40.25,40.5,40.0,40.0,18786,16.666666666666664,32.098765432098794,-1
940,10/29/2003,40.25,40.5,40.0,40.25,12300,27.77777777777781,24.074074074074105,1
941,10/30/2003,40.25,40.5,39.75,40.0,27332,33.333333333333364,25.925925925925952,1
942,10/31/2003,40.25,41.25,39.75,41.0,75199,55.55555555555559,38.888888888888935,1
943,11/3/2003,41.75,44.0,41.5,44.0,117999,72.22222222222226,53.70370370370375,1
944,11/4/2003,45.0,45.5,43.0,43.5,95430,82.85024154589375,70.20933977455721,1
945,11/5/2003,43.75,44.0,43.25,44.0,30700,79.71014492753626,78.26086956521743,1
946,11/6/2003,43.75,44.25,42.75,42.75,33938,63.76811594202902,75.44283413848635,-1
947,11/7/2003,42.75,43.0,41.75,42.75,25285,52.44565217391307,65.3079710144928,-1
948,11/10/2003,42.75,43.0,41.75,41.75,20478,27.80797101449279,48.00724637681163,-1
949,11/11/2003,41.25,41.25,40.0,40.75,51846,16.29901960784317,32.18421426541635,-1
950,11/12/2003,40.75,41.25,40.0,40.25,60458,7.843137254901994,17.31670929241266,-1
951,11/13/2003,40.5,41.25,40.5,41.25,23739,21.732026143790886,15.291394335512026,1
952,11/14/2003,41.5,41.75,41.0,41.25,24281,29.738562091503308,19.771241830065406,1
953,11/17/2003,40.0,40.75,39.75,40.0,34629,31.944444444444485,27.805010893246234,1
954,11/18/2003,40.25,40.5,39.75,40.0,29623,22.222222222222257,27.968409586056694,-1
955,11/19/2003,40.0,40.25,39.0,39.5,42262,14.393939393939428,22.853535353535396,-1
956,11/20/2003,39.5,39.75,38.25,38.25,45384,10.22727272727276,15.614478114478155,-1
957,11/21/2003,38.0,38.0,36.75,37.0,73484,8.143939393939428,10.921717171717214,-1
958,11/24/2003,37.25,37.75,36.75,36.75,51190,2.0833333333333663,6.818181818181862,-1
959,11/25/2003,37.25,37.5,36.75,37.0,48044,4.464285714285747,4.89718614718619,-1
960,11/26/2003,37.25,41.25,37.25,40.75,111009,32.01058201058204,12.852733686067062,1
