Date,Open,High,Low,Close,Volume
3/27/2015,20.1,20.1,19.4,19.8,444875
3/30/2015,20,20.2,19.8,20,164065
3/31/2015,20.2,20.3,19.7,19.7,282689
4/1/2015,19.7,20.3,19.7,20.3,221093
4/2/2015,20.3,20.5,20.2,20.5,199111
4/3/2015,20.5,20.5,20.3,20.5,67406
4/7/2015,20.5,20.5,20.4,20.5,85588
4/8/2015,20.5,20.5,19.9,20,171994
4/9/2015,20,20.1,19.8,19.9,135634
4/10/2015,20,20.3,19.9,20.3,95756
4/16/2015,20.1,20.3,19.9,20.3,206821
4/17/2015,20.3,20.3,20.1,20.1,155423
4/20/2015,20.3,20.3,20.1,20.3,105550
4/21/2015,20.3,20.3,20.1,20.2,86953
4/22/2015,20.2,20.4,20,20,193707
4/23/2015,20,20.4,20,20.1,101865
4/24/2015,20.2,20.5,20.1,20.5,148382
4/27/2015,20.5,20.5,20.1,20.1,117543
4/28/2015,20,20.3,19.9,20.3,157805
4/29/2015,20.2,20.5,19.8,20.4,375547
4/30/2015,20.1,20.5,20.1,20.2,259482
5/6/2015,19.9,20.1,19.8,19.9,331845
5/7/2015,19.8,20.1,19.8,19.8,181950
5/8/2015,19.8,20.2,19.8,20,231971
5/11/2015,20.1,20.3,20,20,355603
5/12/2015,20,20.1,19.8,19.8,140906
5/13/2015,20,20.2,19.9,20.1,450557
5/14/2015,20.1,20.1,19.9,20,201387
5/15/2015,20,20.3,19.9,20.3,227359
5/18/2015,20.3,20.5,20.2,20.4,257276
5/19/2015,20.4,20.5,20.3,20.5,164238
5/20/2015,20.5,20.5,20.3,20.5,89562
5/21/2015,20.5,20.6,20.2,20.6,239841
5/22/2015,20.6,20.6,20.3,20.3,109641
5/25/2015,20.4,20.4,20,20,194346
5/26/2015,19.9,20.2,19.5,19.6,462948
5/27/2015,19.4,19.4,19,19.2,584389
5/28/2015,19.3,19.6,19.2,19.3,371378
5/29/2015,19.4,19.7,19.2,19.3,751933
6/2/2015,19.3,19.4,19.1,19.1,217107
6/3/2015,19.2,19.5,18.8,19.1,447793
6/4/2015,19.2,19.2,19,19,232438
6/5/2015,19.1,19.7,19.1,19.6,380464
6/8/2015,19.5,19.7,19.4,19.6,82999
6/9/2015,19.6,19.7,19.2,19.2,143655
6/10/2015,19.3,19.6,19.3,19.5,175878
6/11/2015,19.5,19.6,19.3,19.3,159041
6/12/2015,19.3,19.5,19.3,19.5,118147
6/15/2015,19.5,19.5,19.3,19.4,42448
6/16/2015,19.3,19.5,19.1,19.2,95533
6/17/2015,19.3,19.5,19.2,19.4,160955
6/18/2015,19.5,19.5,19.2,19.4,197678
6/19/2015,19.5,19.5,18.8,19,829257
6/22/2015,19,19.3,19,19.1,169345
6/23/2015,19.3,19.3,19,19.1,113020
6/24/2015,19.1,19.2,19,19.2,125725
6/25/2015,19.1,19.3,19,19.1,232379
6/26/2015,19.1,19.6,19.1,19.5,558674
6/29/2015,19.2,19.6,19.1,19.6,281807
6/30/2015,19.5,19.8,19.4,19.7,247158
7/2/2015,19.8,19.8,19.5,19.7,81461
7/3/2015,19.6,19.9,19.4,19.8,159842
7/6/2015,19.5,19.8,19.5,19.8,110792
7/7/2015,19.8,20.3,19.6,20.2,333041
7/8/2015,20.1,20.3,20,20.1,146130
7/9/2015,20.1,20.7,20,20.7,387231
7/10/2015,20.7,21,20.6,20.6,232912
7/13/2015,20.5,20.9,20.4,20.8,138515
7/14/2015,21,21.1,20.8,21,352523
7/15/2015,21,21,20.6,20.8,69304
7/16/2015,20.8,20.9,20.5,20.6,61223
7/17/2015,20.6,20.8,20.5,20.8,72006
7/20/2015,20.6,20.7,20.5,20.7,38130
7/21/2015,20.8,20.8,20.3,20.6,179608
7/22/2015,20.3,20.6,20.2,20.4,190069
7/23/2015,20.5,20.5,20.1,20.2,124583
7/24/2015,20.2,20.2,19.9,19.9,171509
7/27/2015,19.9,19.9,19.4,19.6,240525
7/28/2015,19.9,19.9,19.5,19.8,137454
7/29/2015,19.8,19.8,19.5,19.7,161142
7/31/2015,19.8,20.1,19.6,20.1,270569
8/3/2015,20,20,19.6,19.7,178086
8/4/2015,19.7,19.8,19.5,19.6,211025
8/5/2015,19.8,20.1,19.7,19.7,173666
8/6/2015,19.9,19.9,19.7,19.7,49535
8/7/2015,19.7,19.8,19.6,19.6,60731
8/10/2015,19.5,19.6,19.5,19.5,47170
8/11/2015,19.6,19.7,19.5,19.5,52916
8/13/2015,19.5,19.5,19.3,19.5,172806
8/14/2015,19.5,19.8,19.3,19.8,339199
8/17/2015,19.8,19.8,19.3,19.3,188389
8/18/2015,18.6,19,18.5,18.6,777919
8/19/2015,18.7,18.9,18.6,18.8,304766
8/20/2015,18.7,19.5,18.7,19.1,441221
8/21/2015,19,19.2,18.9,18.9,346981
8/24/2015,18.5,18.6,18,18.2,504755
8/25/2015,18.4,18.4,17.8,18.2,633046
8/26/2015,18.2,18.4,18.1,18.2,238855
8/27/2015,18.4,18.9,18.3,18.7,570759
8/28/2015,19,19.4,18.9,19.4,428634
8/31/2015,19.3,19.5,19.2,19.5,216377
9/1/2015,19.3,19.4,19,19.2,156098
9/2/2015,19,19.2,18.8,19.1,350353
9/3/2015,19.2,20,19.1,20,578380
9/4/2015,19.6,19.9,19.6,19.8,222127
9/7/2015,19.8,19.8,19.3,19.6,120714
9/8/2015,19.6,19.6,19.1,19.6,324075
9/9/2015,19.7,19.8,19.6,19.7,155117
9/10/2015,19.5,19.7,19.2,19.3,261582
9/11/2015,19.3,19.5,19.2,19.2,167517
9/14/2015,19.1,19.3,19.1,19.3,119094
9/15/2015,19.2,19.4,19,19,184752
9/16/2015,19.1,19.3,19,19.3,276449
9/17/2015,19.3,19.3,19.1,19.2,111242
9/18/2015,19.2,19.3,19.1,19.3,211851
9/21/2015,19.2,19.3,19.1,19.3,69290
9/22/2015,19.3,19.3,19,19,206893
9/23/2015,18.9,19,18.8,18.9,172087
9/24/2015,18.8,18.9,18.8,18.8,110241
9/25/2015,18.8,19.1,18.7,18.8,280596
9/28/2015,18.8,18.9,18.6,18.6,118997
9/29/2015,18.5,18.9,18.4,18.6,209794
9/30/2015,18.7,18.7,18.5,18.5,288938
10/1/2015,18.6,18.9,18.5,18.7,151844
10/2/2015,18.7,18.8,18.6,18.7,286400
10/5/2015,18.8,19,18.7,18.9,320508
10/6/2015,18.9,19.1,18.8,19,223169
10/7/2015,19,19.3,18.7,19.3,334168
10/8/2015,19.2,19.4,19.1,19.3,267415
10/9/2015,19.4,19.5,19.3,19.4,221554
10/12/2015,19.3,19.6,19.3,19.5,256363
10/13/2015,19.5,19.5,19.2,19.4,115333
10/14/2015,19.3,19.4,19.3,19.3,59433
10/15/2015,19.4,19.6,19.3,19.6,206143
10/16/2015,19.5,19.5,19.2,19.3,236145
10/19/2015,19.3,19.5,19.3,19.5,116548
10/20/2015,19.4,19.5,19.3,19.4,103264
10/21/2015,19.4,19.5,19.3,19.5,111243
10/22/2015,19.4,19.4,19.3,19.3,72581
10/26/2015,19.4,19.6,19.3,19.4,325527
10/27/2015,19.4,19.5,19.3,19.4,99368
10/28/2015,19.3,19.4,19.2,19.4,132368
10/29/2015,19.3,19.4,19.2,19.3,141124
10/30/2015,19.3,19.3,19,19,176761
11/2/2015,19,19.3,19,19.3,115029
11/3/2015,19.4,19.4,19.2,19.3,135713
11/4/2015,19.4,19.5,19.2,19.3,206951
11/5/2015,19.4,19.5,19.2,19.4,249955
11/6/2015,19.3,19.4,19.2,19.4,93626
11/9/2015,19.3,19.3,19,19.1,79032
11/10/2015,19.2,19.4,19,19.4,172496
11/11/2015,19.4,19.4,19.1,19.1,50401
11/12/2015,19.1,19.3,19,19.1,67076
11/13/2015,19.1,19.2,18.9,19.2,134142
11/16/2015,19.1,19.3,18.9,19.3,196381
11/17/2015,19.3,19.5,19.3,19.5,256358
11/18/2015,19.5,19.8,19.4,19.8,630310
11/19/2015,19.8,20.1,19.7,19.9,586217
11/20/2015,20,20,19.7,19.9,221595
11/23/2015,19.9,20.1,19.9,19.9,319163
11/24/2015,19.9,20.2,19.9,20.2,264399
11/25/2015,20.1,20.2,19.9,20.1,141621
11/26/2015,20,20.1,19.6,19.8,234401
11/27/2015,19.8,19.9,19.7,19.8,93036
11/30/2015,19.8,20.3,19.7,20.3,438503
12/1/2015,20.2,20.2,20,20.1,126820
12/2/2015,20.1,20.2,20,20.1,203828
12/3/2015,20.1,20.4,19.9,20.4,250852
12/4/2015,20.4,21.1,20.2,20.9,705369
12/8/2015,21,21.1,20.7,20.7,266392
12/9/2015,20.9,21,20.8,21,216033
12/11/2015,20.9,21.3,20.8,21.2,335873
12/14/2015,21.1,21.2,20.8,21.1,209834
12/15/2015,21.2,21.2,20.8,20.9,189116
12/16/2015,20.9,21.2,20.7,20.9,278039
12/17/2015,20.9,21.2,20.8,21.2,313862
12/18/2015,21.1,21.5,20.9,21.5,358406
12/21/2015,21.4,22,21.3,22,551359
12/22/2015,22,22,21.7,21.9,185351
12/23/2015,21.9,22.1,21.8,22,203366
12/24/2015,21.9,22,21.7,21.9,134351
12/25/2015,21.9,22,21.8,22,79180
12/28/2015,21.9,22.1,21.8,22.1,122985
12/29/2015,22,22.2,21.8,22.1,251701
12/30/2015,22.1,22.3,21.9,22.3,229082
